V8,V9,V10,USE_CMS,USE_TMS,USE_STMS,USE_SWC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_LCS,USE_BL,USE_WALC,USE_WN,USE_EMS,USE_VPN,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,USE_LOC1,USE_LOC2,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_SWC,IMP_CS,IMP_SSCN,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDB,IMP_BL,IMP_AWAC,IMP_PWAC,IMP_WN,IMP_EMS,IMP_EMSF,IMP_VP,IMP_VPN,IMP_AORO,IMP_ERPSS,IMP_SERPP,IMP_CWS,IMP_LWS,IMP_ICDA,IMP_OCS,IMP_OLS,IMP_LOC1,IMP_LOC2,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_SWC,DS_SSCN,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDB,DS_LCS,DS_BL,DS_AWAC,DS_PWAC,DS_WN,DS_EMS,DS_EMSF,DS_VP,DS_VPN,DS_AORO,DS_ERPSS,DS_SERPP,DS_CWS,DS_LWS,DS_ICDA,DS_OCS,DS_OLS,DS_LOC1,DS_LOC2,INF_ATS,INF_ALS,INF_PI,INF_CVS,INF_IS,INF_CDCN,INF_CERPS,INF_CCFUN,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DAERPS_F,DAERPS_K,DAERPS_RL,DAERPS_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAASC_F,DAASC_K,DAASC_RL,DAASC_RS,DAMMS_F,DAMMS_K,DAMMS_RL,DAMMS_RS,SKL_ERP,SKL_CMS,SKL_TMS,SKL_LDB,SKL_WP,SKL_SS,SKL_PP,SKL_OS,SKL_BUD,SKL_LOC1,SKL_PIRO,SKL_LOC2,LRN_ERP,LRN_CMS,LRN_TMS,LRN_WP,LRN_SS,LRN_PP,LRN_G,LRN_OS,LRN_BUD,LRN_ACP,LRN_SCP,LRN_PIRO,LRN_LOC1,LRN_LOC2,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YRS,FTIME,OCC,SEX,SEX_TEXT,AGE,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,COMMENT
2/8/2018 8:26,2/8/2018 8:42,1,1,2,2,1,1,1,1,2,1,1,1,5,5,4,4,5,2,1,5,5,1,1,3,4,3,2,4,1,1,1,1,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,3,1,3,4,1,4,4,9,9,3,3,3,3,-99,9,9,9,3,3,3,9,9,9,9,9,4,4,4,4,3,3,3,3,3,9,3,3,9,4,3,3,1,2,2,2,3,3,1,2,3,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,1,4,3,4,3,3,4,4,3,3,1,2,3,3,3,2,3,3,3,3,3,4,4,3,3,2,2,1,1,2014,1,4,2,,67.5,0,0,0,0,0,1,0,
2/8/2018 8:32,2/8/2018 8:48,1,1,3,2,2,3,2,1,1,2,1,4,5,5,1,2,4,2,1,5,4,1,1,-99,4,3,1,3,4,4,4,1,2,2,4,4,2,4,4,4,4,4,4,1,2,4,3,2,2,4,4,4,4,4,9,9,3,3,3,2,4,4,4,9,3,4,2,3,4,9,3,1,3,4,4,2,9,2,4,9,3,4,1,3,4,3,3,1,2,2,1,1,1,1,1,2,3,4,3,3,3,9,9,9,9,4,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,4,2,3,1,4,3,3,3,2,3,3,3,1,1,2,1,3,4,4,2,3,3,3,3,3,3,3,3,4,4,1,1,2008,1,4,1,,-99,1,0,0,0,0,0,0,
2/8/2018 8:47,2/8/2018 8:54,1,5,3,2,1,3,3,3,3,3,1,5,5,5,1,5,5,3,3,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,1,4,4,4,4,4,4,-99,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,2,4,9,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,1,2013,1,1,1,,27.5,1,0,0,0,0,0,0,
2/8/2018 8:44,2/8/2018 8:57,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,1,4,3,3,5,3,2,2,1,1,1,1,1,1,1,1,1,3,3,4,4,1,4,4,4,4,4,4,4,2,4,4,-99,2,1,3,3,4,4,9,9,9,9,9,9,9,9,9,9,3,3,2,2,9,9,3,3,3,3,3,3,9,9,4,3,4,4,9,-99,9,3,3,2,2,2,2,2,2,3,3,2,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,1,1,1,2,2,1,2,2,3,2,3,2,1,1,2,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1997,1,1,1,,62.5,1,0,0,0,0,0,-99,
2/8/2018 8:50,2/8/2018 8:59,1,3,3,3,1,1,1,1,3,1,2,5,5,5,5,1,4,1,1,5,5,2,2,1,4,9,1,4,9,9,9,9,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,4,3,4,4,9,9,3,3,9,3,9,9,9,9,3,4,3,4,9,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,9,3,3,3,3,3,2,2,3,3,1,2,2,4,2,2,2,4,2,2,2,9,9,9,9,9,9,9,9,4,9,9,9,4,3,3,-99,4,2,4,1,5,5,4,4,3,4,3,4,1,2,2,1,1,3,3,1,3,3,3,3,1,1,2,3,1,1,1,1,2000,1,4,1,,42.5,1,0,0,0,0,0,0,
2/8/2018 8:53,2/8/2018 9:01,1,1,3,3,3,1,1,1,3,1,1,5,5,5,1,4,5,3,1,5,5,9,9,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,9,9,4,4,4,4,4,9,9,9,9,4,4,4,9,9,3,3,4,4,4,4,9,4,4,4,4,9,3,4,9,4,4,2,1,2,2,2,3,3,3,1,2,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,1,4,3,3,4,3,3,4,3,3,1,3,4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,4,1,2017,1,3,2,,32.5,1,0,0,0,0,0,0,
2/8/2018 8:56,2/8/2018 9:06,1,2,3,1,3,2,2,3,2,2,1,5,5,5,1,3,5,2,3,5,5,3,-99,3,4,9,3,9,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,2,3,2,3,4,4,3,4,3,4,4,9,3,2,4,4,4,4,9,3,4,9,3,4,9,3,4,4,2,2,2,2,3,3,1,1,1,3,3,4,3,3,3,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,2,2,2,1,1,1,3,3,3,4,4,1,4,4,4,1,1,2016,1,1,1,,47.5,-99,-99,-99,-99,-99,-99,0,
2/8/2018 8:57,2/8/2018 9:09,1,1,1,1,1,2,1,2,3,1,2,5,5,5,2,4,5,2,2,5,5,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,3,4,4,9,9,9,9,9,3,4,4,9,4,4,4,4,3,9,2,2,2,4,4,2,4,4,3,3,4,2,4,3,3,4,3,3,2,3,3,3,3,2,2,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,3,2,1,4,3,3,3,2,1,4,3,2,3,2,1,2,4,2,3,2,3,2,3,2,4,4,4,4,2,2,2,1,2016,1,1,1,,52.5,1,0,0,0,0,0,0,
2/8/2018 8:42,2/8/2018 9:14,1,1,1,1,1,1,1,1,1,1,1,1,5,5,-99,5,5,3,1,5,5,9,9,9,9,9,9,4,4,9,9,9,4,1,4,4,9,3,3,4,4,4,4,9,4,4,4,4,2,3,4,3,4,4,9,9,-99,9,9,4,4,4,4,9,4,4,4,4,9,9,4,4,3,4,3,4,9,4,4,4,4,-99,9,4,4,3,1,2,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,3,3,3,1,3,3,1,3,3,3,3,3,1,1,1,1,3,3,3,1,1,3,-99,3,1,1,1,1,1,3,3,1,1987,1,1,1,,62.5,1,0,0,0,0,0,0,
2/8/2018 9:06,2/8/2018 9:15,1,1,3,3,3,1,1,1,3,1,2,5,5,5,5,3,5,3,1,5,2,1,1,4,4,4,4,4,1,3,1,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,9,9,2,3,2,2,9,9,9,9,3,3,3,3,9,3,2,2,3,4,2,3,4,3,3,3,3,9,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,1,3,3,3,3,4,1,4,1,5,5,5,5,4,4,4,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,2012,1,1,1,,27.5,1,0,0,0,0,0,0,
2/8/2018 9:09,2/8/2018 9:24,1,4,2,2,2,1,1,1,3,2,1,3,5,5,4,4,4,3,2,5,4,4,4,3,3,3,2,4,2,2,2,1,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,9,9,4,9,3,3,3,3,4,9,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,4,4,3,3,4,4,3,3,4,4,4,4,9,9,9,9,4,4,9,9,4,4,3,3,3,3,2,2,5,4,4,4,4,4,3,3,2,3,3,1,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,1,2007,1,1,1,,57.5,1,0,0,0,0,0,0,
2/8/2018 9:20,2/8/2018 9:27,1,3,3,3,4,1,1,2,3,1,1,5,5,5,1,5,5,3,2,2,3,3,3,3,3,4,3,2,3,2,2,2,4,3,3,3,1,4,4,4,4,4,4,9,4,4,4,3,2,3,4,3,3,3,3,3,3,4,4,4,9,9,9,9,4,4,4,3,2,9,4,4,4,4,4,4,9,2,3,4,4,2,3,3,9,3,3,2,2,2,2,3,3,3,1,1,1,4,4,-99,4,3,3,3,4,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,4,3,3,2,5,5,5,4,4,3,4,3,4,4,4,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2017,1,3,2,,62.5,1,0,0,0,0,0,0,
2/8/2018 9:24,2/8/2018 9:35,1,4,5,4,3,4,4,4,3,2,1,5,3,5,5,5,4,2,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,2,2,3,2,3,3,3,3,2,3,2,3,4,9,1,1,9,3,3,3,3,3,3,1,9,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,4,3,2,3,3,9,9,9,9,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,5,5,5,4,4,2,3,2,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,1,2011,1,1,1,,32.5,1,0,0,0,0,0,0,
2/8/2018 9:23,2/8/2018 9:37,1,1,2,1,1,1,1,1,1,1,1,5,5,5,2,1,3,3,3,5,5,1,1,1,1,1,1,1,2,2,3,1,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,9,9,9,9,9,9,3,3,3,9,9,9,2,9,9,9,1,1,3,3,4,4,4,4,4,9,3,9,2,3,4,2,2,1,1,1,3,3,4,2,1,1,3,4,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,2,1,1,1,2016,1,4,2,,42.5,1,0,0,0,0,0,0,I've found the new on-campus wireless system to be mostly unreliable. It often has trouble connecting and my device gets kicked out after a short period of time. /  / I do find the IT support staff to be very friendly and personable which I appreciate. I've always had very positive interactions when being assisted.  /  / Thank you!
2/8/2018 9:42,2/8/2018 9:50,1,2,3,2,2,1,1,1,2,1,1,5,5,5,2,2,5,5,1,5,5,1,1,4,4,3,2,2,1,1,1,1,2,2,3,2,2,4,4,4,4,4,4,2,2,4,4,3,2,2,3,2,4,4,9,9,4,4,3,3,9,9,9,9,4,4,3,3,9,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,9,4,4,3,3,3,3,3,2,2,1,2,3,4,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,2,4,1,5,4,4,4,3,4,3,4,2,1,1,1,1,2,2,1,2,2,3,3,3,3,3,2,3,3,1,1,1999,1,4,2,,47.5,0,1,0,0,0,0,0,
2/8/2018 9:52,2/8/2018 10:00,1,1,-99,4,1,1,1,3,2,1,1,5,5,5,5,5,5,2,2,5,5,2,2,4,4,3,2,4,1,2,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2,2,2,2,1,3,9,9,2,3,9,9,3,1,9,9,2,2,2,4,2,2,4,4,3,3,3,9,1,2,9,2,3,2,2,2,2,2,3,2,2,3,3,4,3,4,3,9,9,9,9,9,9,9,9,3,2,3,3,9,9,9,9,9,9,9,9,5,2,4,5,3,4,4,2,3,4,3,4,1,2,1,3,3,3,3,1,3,4,4,4,4,4,3,3,1,1,2,1,1987,1,1,1,,57.5,1,0,0,0,0,0,0,The Helpdesk staff should travel to the offices of busy people rather than expect them to wait for upwards of 45 minutes sometimes for laptop support. 
2/8/2018 9:53,2/8/2018 10:02,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,2,1,1,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,4,4,4,4,4,4,4,1,2,3,-99,1,3,4,1,4,4,9,9,9,9,9,9,9,9,9,9,9,9,3,4,9,9,4,4,4,4,4,4,4,9,4,9,9,9,4,4,9,4,4,2,2,4,4,4,4,4,2,4,4,4,4,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 10:12,2/8/2018 10:19,1,1,2,2,2,1,1,1,3,1,1,5,5,5,2,2,3,2,1,1,1,9,9,4,4,4,4,4,9,9,9,9,4,4,4,3,2,4,4,3,4,4,4,4,4,3,2,1,2,4,4,9,9,9,9,9,1,1,1,2,9,9,9,9,3,3,2,9,9,4,4,4,4,4,4,4,4,3,4,9,4,4,3,-99,4,9,9,1,2,1,1,1,1,1,1,1,2,3,3,4,2,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,3,1,3,1,4,3,3,4,1,1,3,1,1,1,3,2,3,2,2,2,3,3,3,2,1,1,2,3,4,3,2,1,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 10:18,2/8/2018 10:26,1,1,4,3,2,1,1,1,2,1,1,5,5,5,1,1,4,1,1,4,1,9,9,4,3,2,2,2,1,1,1,1,3,9,2,3,1,4,4,4,4,3,3,9,1,3,3,3,1,1,4,1,3,9,9,9,-99,4,3,9,4,4,4,4,4,4,3,4,4,9,4,4,4,4,3,4,9,9,3,9,4,4,4,4,4,4,9,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,5,5,5,3,3,3,3,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2000,1,4,2,,57.5,1,0,0,0,0,0,0,
2/8/2018 8:18,2/8/2018 10:26,1,1,2,2,2,1,1,1,2,1,1,5,5,5,3,3,3,1,1,3,1,9,9,4,4,2,4,3,1,1,1,1,4,3,4,2,1,4,4,4,4,3,3,4,4,3,3,2,1,3,3,1,3,9,9,9,4,3,9,1,9,9,9,9,2,2,2,9,9,9,3,3,4,4,4,9,1,2,3,2,2,9,1,1,4,3,1,2,1,3,2,2,3,2,1,3,1,1,2,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,4,1,4,4,4,4,3,3,3,1,2,1,2,1,1,1,4,2,2,2,3,3,2,1,2,2,3,2,2,1,2016,1,4,2,,27.5,1,0,0,0,0,0,0,Allow for different positions to be designated whether they need a laptop or desktop computer. Positions like admissions counselors or development officers should receive special designation because our jobs require us to travel. ITS should supply laptops and docking stations instead of a desktop computer for these positions in the same manner that laptops are supplied to faculty members.
2/8/2018 9:40,2/8/2018 10:28,1,3,2,1,1,1,1,1,2,2,1,5,5,5,2,4,5,2,1,5,5,9,9,4,3,1,3,2,2,1,1,1,3,3,4,2,1,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,4,4,9,9,3,9,9,3,9,9,9,9,3,9,2,9,9,9,3,2,4,4,2,9,4,4,4,4,9,9,9,4,9,3,3,2,2,1,1,2,2,2,1,1,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,3,3,4,3,4,4,2,3,2,4,3,3,2,1,1,2,3,2,2,3,2,2,3,3,2,2,1,1,1,1,2009,1,3,1,,32.5,1,0,0,0,0,0,0,
2/8/2018 10:21,2/8/2018 10:32,1,1,1,1,1,1,2,1,1,2,1,1,5,5,2,3,5,2,2,5,5,9,9,9,9,9,2,4,1,1,3,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,9,9,9,9,9,1,9,4,4,9,9,9,2,3,9,-99,2,2,2,2,2,2,4,3,1,1,3,9,9,1,4,2,2,2,2,2,1,2,2,2,2,3,2,9,9,9,9,1,1,1,1,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,1,5,4,4,4,3,4,4,4,3,2,2,3,3,3,3,1,2,2,2,3,3,3,4,3,2,2,1,1,2013,1,4,1,,62.5,1,0,0,0,0,0,0,
2/8/2018 10:19,2/8/2018 10:41,1,1,3,3,1,2,3,1,1,2,1,5,2,5,1,3,4,2,3,3,1,2,2,4,4,2,3,3,3,2,4,2,2,2,2,2,1,4,4,2,4,4,4,1,2,4,4,3,3,3,3,4,3,9,9,9,3,4,3,3,3,3,4,9,4,4,3,3,3,9,3,1,3,4,4,4,9,3,3,4,2,3,3,3,3,3,9,3,4,3,2,2,4,3,2,4,3,4,4,4,3,4,4,4,4,4,3,4,4,9,9,9,9,9,9,9,9,4,4,4,4,3,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,3,1,1,1,2,1,1,1,2,3,2,3,2,1,2016,1,1,1,,32.5,1,0,0,0,0,0,0,
2/8/2018 10:31,2/8/2018 11:01,1,1,3,3,1,1,2,2,3,2,1,5,5,5,1,2,5,3,2,5,3,1,1,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,9,9,3,4,9,4,4,9,4,4,4,4,4,9,4,9,3,3,4,3,3,4,9,4,3,4,4,4,9,4,4,1,2,3,3,3,4,4,4,4,1,3,4,4,4,4,4,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,1,3,3,4,4,4,4,1,3,3,3,3,1,2,4,4,4,4,2,3,4,2,3,3,3,3,3,2,2,2,1,2015,1,1,2,,42.5,0,0,0,0,0,1,1,
2/8/2018 10:57,2/8/2018 11:07,1,1,1,1,1,3,3,1,3,3,1,5,5,5,2,3,5,4,3,5,3,9,9,9,-99,3,2,3,3,3,3,2,3,2,2,2,9,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,2,9,9,9,9,9,3,4,3,4,9,3,3,3,3,4,9,2,2,3,3,2,2,4,9,4,4,4,4,3,3,4,2,9,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,2,4,4,3,3,2,3,3,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,2,3,2,1,2002,1,1,1,,52.5,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 11:31,2/8/2018 11:42,1,1,1,-99,5,1,2,2,3,2,2,5,5,5,1,5,5,5,5,4,4,9,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,9,3,4,4,4,4,3,3,4,4,9,2,2,2,3,3,3,3,3,3,4,1,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,2,4,4,4,5,4,4,4,4,2,4,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2014,1,4,1,,42.5,1,0,0,0,0,0,0,
2/8/2018 12:08,2/8/2018 12:14,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,2,1,1,1,1,9,9,9,9,9,9,3,9,9,9,9,3,9,4,3,9,4,4,4,4,4,4,9,9,3,3,9,9,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,9,9,3,2,4,4,3,4,9,9,4,4,9,9,9,4,9,9,9,3,2,4,4,4,3,3,1,3,3,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,4,3,3,1,2,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3,3,2,1,2015,1,2,1,,27.5,1,0,0,0,0,0,0,No
2/8/2018 8:51,2/8/2018 13:36,1,1,1,1,1,1,1,1,2,2,1,4,1,5,1,1,5,1,1,5,3,9,9,9,9,9,9,9,2,2,-99,2,3,3,4,4,9,4,3,2,4,4,4,9,9,4,4,3,3,9,9,-99,4,3,9,9,9,9,9,9,9,9,9,9,4,3,4,4,9,9,9,4,9,4,4,4,9,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,3,1,1,1,1,1,3,3,1,4,1,3,4,2,1,2,2,3,3,3,2,3,3,3,4,4,2,4,4,2,4,1,2011,1,-99,1,,42.5,1,0,0,0,0,0,0,
2/8/2018 13:43,2/8/2018 14:00,1,1,1,1,1,1,1,2,2,1,1,3,5,5,2,5,4,2,2,5,4,1,1,3,4,1,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,9,9,3,4,9,3,4,9,4,9,3,2,2,3,4,1,4,4,4,4,3,3,9,4,4,4,2,4,1,2,4,2,3,1,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,3,1,1,2,3,3,3,3,3,3,3,3,2,1,1,2,2,1,4,2,2,3,4,4,3,3,3,3,3,4,2,1,1997,1,2,1,,57.5,1,0,0,0,0,0,0,"Regarding the library, please do not get rid of the books! Some of us still like to hold a book in our hands when we read. /  / Regarding ITS, my experience has been a mixed bag - the staff who come to fix my computer are great - no problem there - but the ones at the desk tend to be sort of cold and independent. I also find it exclusive and down right absurd that staff are not allowed laptops instead of workstations. There is no logical reason for this except someone's need to say no to a group of people."
2/8/2018 13:30,2/8/2018 14:04,1,5,4,3,3,3,2,2,4,3,2,5,5,5,2,5,5,3,3,3,3,4,4,4,4,4,4,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2015,1,4,2,,57.5,0,0,1,0,0,0,0,
2/8/2018 14:03,2/8/2018 14:14,1,1,1,1,2,2,2,2,2,1,1,5,5,5,1,1,3,2,1,5,1,9,9,9,2,2,2,2,3,3,3,3,3,2,3,2,9,4,4,4,4,4,4,9,9,3,2,3,2,3,3,3,3,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,9,4,1,4,4,3,3,9,9,4,4,4,4,3,4,4,4,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2008,1,1,1,,52.5,1,0,0,0,0,0,0,
2/8/2018 14:00,2/8/2018 14:19,1,1,2,2,1,1,1,1,3,1,1,5,5,5,3,1,5,2,1,5,5,1,1,3,4,2,4,4,9,9,9,9,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,2,9,3,4,2,4,4,9,9,4,9,9,3,9,9,9,9,4,4,4,3,9,9,3,2,4,4,3,4,3,3,4,3,9,9,4,3,9,4,4,3,2,3,3,3,4,4,2,3,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,1,3,1,4,3,1,4,1,3,3,3,3,1,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,1,1,2003,1,3,1,,37.5,1,0,0,0,0,0,0,
2/8/2018 14:19,2/8/2018 14:26,1,1,2,2,1,1,1,1,1,1,1,5,1,5,4,4,4,1,1,5,5,9,9,4,4,9,4,4,1,1,1,1,3,3,9,3,9,4,4,9,4,4,4,4,4,4,4,4,2,2,2,1,4,4,9,9,4,4,9,9,9,9,9,9,4,4,4,4,9,9,3,2,9,4,4,4,4,4,4,4,4,9,4,4,9,4,4,3,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,1,3,1,3,3,4,3,2,4,2,4,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,3,3,3,1,2014,1,1,1,,27.5,1,0,0,0,0,0,0,
2/8/2018 15:29,2/8/2018 15:35,1,2,2,2,2,2,2,2,4,2,1,5,5,5,4,5,5,4,2,5,5,1,1,2,2,2,2,4,2,2,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,9,9,9,9,9,3,9,9,4,9,2,3,2,2,9,9,2,2,4,3,1,3,3,3,4,3,3,9,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,2,3,1,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1998,1,4,1,,42.5,1,0,0,0,0,0,0,
