V8,V9,V10,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_SWC,USE_LRS,USE_LIAC,USE_LLC,USE_OLC,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_CCL,USE_IR,USE_LCS,USE_PCR,USE_WALC,USE_EMS,USE_VPN,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_ITS,IMP_SDAV,IMP_SWC,IMP_LRS,IMP_LIAC,IMP_LLC,IMP_LSSR,IMP_TSSR,IMP_LSSSR,IMP_TSSSR,IMP_SSCN,IMP_OLC,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDB,IMP_CCL,IMP_IR,IMP_LCS,IMP_PCR,IMP_AWAC,IMP_PWAC,IMP_EMS,IMP_EMSF,IMP_VP,IMP_VPN,IMP_AORO,IMP_ERPSS,IMP_CWS,IMP_LWS,IMP_SII,IMP_ICDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_ITS,DS_SDAV,DS_SWC,DS_LRS,DS_LIAC,DS_LLC,DS_LSSR,DS_TSSR,DS_LSSSR,DS_TSSSR,DS_SSCN,DS_OLC,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDB,DS_CCL,DS_IR,DS_LCS,DS_PCR,DS_AWAC,DS_PWAC,DS_EMS,DS_EMSF,DS_VP,DS_VPN,DS_AORO,DS_ERPSS,DS_CWS,DS_LWS,DS_ICDA,DS_OCS,DS_OLS,INF_ATS,INF_ALS,INF_CDCN,INF_CERPS,INF_CITN,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DAERPS_F,DAERPS_K,DAERPS_RL,DAERPS_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,DAASC_F,DAASC_K,DAASC_RL,DAASC_RS,DAMMS_F,DAMMS_K,DAMMS_RL,DAMMS_RS,AP_CMS,UAP_IOUC,UAP_LC,UAP_OQ,OWN_LC,OWN_PDA,OWN_EBR,OWN_T,SKL_CMS,SKL_TMS,LRN_ERP,LRN_CMS,LRN_TMS,LRN_LDB,LRN_WP,LRN_SS,LRN_PP,LRN_WCT,LRN_G,LRN_V,LRN_OS,LRN_BUD,LRN_PIRO,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YRS,FTIME,RANK,RANK_TEXT,TEN,ADIV,SEX,SEX_TEXT,AGE,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,COMMENT
2/8/2018 9:15,2/8/2018 9:27,1,5,2,1,-99,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,5,5,2,3,3,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,3,3,3,9,9,1,4,4,1,1,9,9,2,1,4,2,2,1,1,3,3,3,3,1,9,3,3,4,3,3,1,4,4,4,4,4,4,9,2,2,3,2,1,1,1,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,9,9,9,9,9,9,9,9,4,3,3,4,9,1,0,0,0,1,0,0,4,4,3,3,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,2,1,2011,1,3,,3,20100,1,,37.5,0,0,1,0,0,0,0,
2/8/2018 9:15,2/8/2018 9:27,1,5,5,3,3,3,4,2,4,5,3,2,2,3,5,3,1,2,2,1,5,5,1,5,5,2,5,4,4,4,4,4,3,4,4,3,4,3,-99,4,4,4,-99,3,1,3,4,4,4,4,4,2,1,2,2,1,4,4,4,4,4,1,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,9,4,4,4,4,4,4,4,9,9,4,9,4,3,4,3,3,9,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,1,1,1,5,5,3,4,4,1,1,1,1,-99,1,4,1,4,3,3,3,3,3,3,1,2008,1,4,,3,45700,1,,72.5,1,0,0,0,0,0,0,
2/8/2018 9:17,2/8/2018 9:28,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,5,5,1,5,5,4,1,1,4,4,4,3,1,2,1,1,1,1,4,1,4,4,1,1,1,1,1,1,4,4,4,4,4,1,1,1,4,4,4,4,4,2,4,4,1,1,4,4,4,1,9,9,1,1,1,9,9,9,9,9,9,2,2,1,1,9,9,9,9,9,9,1,1,1,1,3,9,9,9,1,1,4,4,4,4,9,2,9,9,2,1,9,3,3,2,1,2,3,3,3,2,2,3,9,9,9,9,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,2,2,2,2,9,1,0,1,1,1,1,1,1,5,2,1,4,1,1,1,1,2,4,4,4,4,4,1,4,4,4,3,1,2010,1,2,,2,20100,1,,47.5,1,0,0,0,0,1,0,We desperately need a campus IT program that fully supports macintosh platforms.
2/8/2018 9:31,2/8/2018 9:40,1,4,1,1,2,1,4,1,1,1,1,1,3,1,4,2,1,1,1,1,5,5,1,5,5,2,2,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,0,0,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,1,2014,0,2,,1,45700,2,,57.5,1,0,0,0,0,0,0,
2/8/2018 9:39,2/8/2018 9:49,1,5,5,4,4,4,3,2,1,4,2,2,4,3,5,5,2,2,2,5,5,5,1,5,5,1,5,4,1,4,4,4,4,4,4,1,1,4,4,4,4,4,4,1,3,3,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,9,4,4,1,4,4,2,4,4,1,1,3,3,3,1,1,4,4,9,3,3,3,3,1,4,9,3,3,4,1,3,3,3,1,3,9,3,1,4,2,2,9,9,9,3,1,9,4,3,2,4,4,4,4,1,4,4,1,4,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,3,3,3,9,9,9,9,3,3,3,3,9,1,0,0,0,1,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,-99,-99,-99,,3,52200,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 9:12,2/8/2018 9:51,1,4,5,3,2,3,1,2,1,1,1,-99,2,2,3,3,1,1,1,2,5,5,4,5,5,2,3,2,3,4,4,3,4,3,2,2,2,2,4,3,3,4,1,1,2,4,4,4,2,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3,3,2,2,2,1,3,4,4,4,4,4,4,4,1,4,3,3,3,3,4,3,2,3,3,1,1,3,3,1,1,3,2,-99,3,3,3,3,3,3,1,3,3,4,3,3,3,4,3,4,3,3,2,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,2,2,2,2,1,1,0,1,1,1,1,3,3,2,2,3,1,1,2,3,2,2,2,2,3,3,2,2,1,1,3,1,2013,1,3,,3,52200,2,,42.5,1,0,0,0,0,0,0,"I am sure you are already getting these negative responses.  I will just list the ones that shocked me after coming from two other universities which if I had know how bad it was I would not have come. /  / Wi-Fi is terrible.  It is non-existent without a direct hook up and it is unreliable with a hook up. I didn't even know what was ""buffering"" until I came to Framingham. /  / The class rooms are not smart with a wire on the floor to hook up your laptop.  It is in every room.  Smart class rooms have smart board technology in the classroom; a performance space that works when your not a Dean or higher; and the Wi-Fi and movies should work.   /  / I was never worried about getting software for students like SPSS or STATA without students paying for it with almost no money they have..  /  / I could write many things... but I will end with one - can we please have the correct time on clocks? / "
2/8/2018 9:46,2/8/2018 9:57,1,1,5,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,5,5,1,-99,5,1,1,9,9,4,4,4,1,1,4,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,9,-99,1,2,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,9,9,9,4,9,-99,3,3,3,3,3,2,3,2,4,4,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,3,3,3,9,0,0,0,1,1,0,1,1,3,3,4,3,3,3,3,4,3,3,1,2,-99,3,3,3,2,3,1,1,2007,0,1,,1,20100,1,,52.5,1,0,0,0,0,0,0,It would be great if the technology in classrooms worked.
2/8/2018 9:31,2/8/2018 9:58,1,4,5,3,3,1,2,1,2,5,2,2,5,5,5,3,2,1,5,2,5,5,1,5,5,2,5,4,1,4,4,4,2,1,3,1,2,4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,4,1,4,3,4,4,4,4,4,9,4,4,1,4,9,4,3,4,3,3,2,2,3,9,9,3,2,3,2,2,2,2,9,3,3,1,1,4,1,2,2,2,2,2,9,3,3,3,3,3,2,2,9,3,2,9,4,2,2,3,2,3,1,1,3,3,3,1,3,1,1,1,3,1,1,4,4,4,4,4,3,4,4,3,4,3,2,4,4,4,4,3,3,3,2,9,0,0,1,1,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2007,1,3,,3,20100,2,,37.5,1,0,0,0,0,0,0,
2/8/2018 9:54,2/8/2018 10:12,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,5,5,1,1,5,1,1,2,4,3,3,3,1,3,1,1,1,4,4,4,4,4,1,1,1,1,4,2,2,2,4,2,4,1,1,1,4,4,4,4,4,1,2,4,1,2,4,4,4,4,4,4,4,4,4,9,9,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,9,1,1,1,1,3,2,2,9,9,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,4,1,1,1,4,1,1,3,4,4,4,4,9,9,9,9,4,1,1,3,5,1,0,1,1,1,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2014,1,2,,2,45700,2,,52.5,0,0,1,0,0,0,0,
2/8/2018 10:12,2/8/2018 10:23,1,2,5,1,-99,1,4,1,1,1,1,1,1,4,4,2,1,1,1,1,5,5,1,5,4,2,2,1,1,2,2,2,2,1,4,1,1,4,2,-99,4,3,1,1,1,1,4,4,2,2,2,1,1,1,2,1,4,4,4,4,4,1,4,3,1,1,1,3,3,3,1,1,2,2,2,2,9,3,9,9,2,2,2,2,1,9,3,9,9,3,3,1,1,2,9,9,9,9,9,2,2,2,3,3,9,3,3,9,9,1,2,2,2,2,2,2,2,2,3,4,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,0,1,1,0,0,2,3,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,2017,1,5,visiting assistan,1,45700,2,,62.5,1,0,0,0,0,0,0,"Tried to purc;hase some software for personal computer from start up funds, but still needed IT approval.  Took FOREVER  to get approval. ridiculous"
2/8/2018 10:05,2/8/2018 10:24,1,5,5,5,2,1,1,1,1,2,2,2,2,2,2,4,5,2,2,1,5,5,2,5,5,2,3,1,4,4,4,3,3,2,3,2,2,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,2,2,9,9,4,9,9,4,2,9,9,1,4,4,3,4,4,4,3,4,2,9,2,4,4,9,3,3,3,3,4,9,3,4,4,4,3,2,4,2,2,3,1,3,2,4,4,3,3,4,9,9,9,9,4,4,4,4,4,4,4,4,3,3,3,3,9,9,9,9,3,3,3,3,9,1,0,1,0,1,0,0,3,4,4,3,4,3,1,1,1,4,1,3,3,3,4,4,4,4,4,3,1,2002,1,3,,3,20100,1,,47.5,1,0,0,0,0,0,0,
2/8/2018 10:35,2/8/2018 10:46,1,2,4,1,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,4,4,-99,4,4,2,-99,2,2,4,4,4,4,1,3,3,-99,-99,-99,4,4,3,-99,-99,4,4,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,-99,-99,4,4,4,4,-99,4,4,4,1,1,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,4,-99,-99,-99,4,4,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,4,4,4,4,-99,4,4,2,4,4,4,4,2,1,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,9,1,1,0,1,1,1,0,2,3,3,4,3,3,2,2,3,2,1,1,2,4,4,4,4,4,4,1,1,2017,0,1,,1,60200,1,,52.5,1,0,0,0,0,0,0,"I am only on campus one day a week, therefore, my choices and answers are limited."
2/8/2018 10:24,2/8/2018 10:48,1,5,5,2,3,3,4,2,2,5,4,4,3,3,5,3,1,3,3,2,5,5,1,5,5,3,3,4,4,4,4,4,2,2,4,4,3,3,3,4,4,3,4,3,3,2,4,4,4,3,3,4,4,3,4,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,9,4,4,9,9,4,4,9,9,9,4,4,9,4,3,3,9,4,4,4,9,3,4,9,9,4,4,4,3,4,4,3,9,3,4,4,4,4,4,4,2,2,2,1,3,2,3,4,3,4,3,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,0,0,1,1,1,1,1,4,3,3,3,1,2,2,2,2,4,4,3,2,4,4,1,1,2,3,1,1,2010,0,1,,1,20100,1,,42.5,1,0,0,0,0,0,0,
2/8/2018 10:37,2/8/2018 10:51,1,5,5,3,2,1,2,1,4,5,5,4,2,3,5,3,1,3,5,5,5,5,1,5,5,2,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,9,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,1,0,0,1,0,0,0,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2009,1,3,,3,20100,1,,62.5,1,0,0,0,0,0,0,
2/8/2018 8:18,2/8/2018 10:57,1,5,5,2,2,2,4,2,3,3,3,3,3,3,3,2,1,2,2,2,5,5,1,2,4,2,2,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,2,2,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,1,4,2,1,4,3,3,3,3,3,3,3,3,2,9,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,3,3,9,9,9,9,4,3,3,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,-99,1,-99,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2012,1,2,,2,20100,2,,37.5,1,0,0,0,0,0,0,"My research and teaching increasingly involves analyzing large data sets. I would like to see more resources available on campus (virtual servers or clusters, technical assistance, etc.) to facilitate this work."
2/8/2018 10:42,2/8/2018 11:01,1,4,2,1,1,1,4,2,1,4,3,4,4,3,4,2,1,3,3,3,5,5,1,4,4,3,3,4,2,2,2,2,1,2,4,4,1,4,3,4,3,2,4,2,4,4,4,4,2,2,2,3,2,3,4,4,4,4,4,4,3,1,4,2,2,2,4,4,4,4,4,3,2,1,3,9,9,-99,3,9,3,9,3,9,9,3,4,2,3,4,4,2,4,2,2,9,3,3,4,4,2,4,4,4,9,4,4,4,4,2,2,3,2,3,3,2,4,4,3,3,3,3,3,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,0,0,0,1,1,1,1,4,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,3,2,3,1,2015,1,2,,2,20100,1,,42.5,1,0,0,0,0,0,0,"My somewhat negative rankings for ITS are influenced by a former employee—the old Mac expert, who was very unhelpful . But he's gone now and has been replaced by someone whom I gather is much better."
2/8/2018 10:28,2/8/2018 11:01,1,1,4,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,5,5,1,1,5,1,1,2,2,4,4,3,3,3,4,2,2,4,4,4,4,3,3,2,3,4,3,4,2,2,2,4,3,2,3,3,4,4,4,3,3,3,3,4,2,2,3,2,3,3,9,9,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,2,4,9,9,9,4,4,4,4,4,9,9,4,9,2,4,4,4,3,3,3,2,2,3,3,4,4,4,4,9,9,9,9,4,4,4,4,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,0,0,0,1,1,0,0,1,3,3,1,3,2,1,1,1,1,1,2,2,3,2,2,3,3,3,1,1,2017,1,2,,2,45700,2,,32.5,1,0,0,0,0,0,0,
2/8/2018 10:19,2/8/2018 11:01,1,5,4,3,3,1,2,2,2,4,1,1,1,2,3,3,1,1,2,1,2,5,1,5,5,1,4,4,4,4,4,4,3,3,4,2,2,4,3,4,3,4,4,9,2,2,4,4,4,4,4,9,9,-99,3,2,3,4,4,3,4,9,4,4,9,3,4,4,4,4,4,4,3,3,4,3,9,4,4,4,4,9,4,9,9,4,9,4,9,4,4,4,4,4,9,9,9,9,9,3,2,4,4,4,9,4,4,9,4,4,4,4,3,2,3,1,3,2,3,4,3,3,4,9,9,9,9,9,9,9,9,3,4,3,3,4,4,4,4,9,9,9,9,9,9,9,9,9,1,0,0,1,1,1,1,4,3,2,2,3,2,1,3,2,2,2,2,1,2,3,2,3,2,2,1,1,2013,1,2,,2,20100,1,,57.5,1,0,0,0,0,0,0,"In most places of the survey where I chose the 'not applicable' answer, I chose this as the closest option to 'I don't know'."
2/8/2018 10:49,2/8/2018 11:02,1,3,2,2,3,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,3,2,1,2,4,2,2,3,-99,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,2,4,4,3,3,3,3,2,2,4,4,4,4,4,9,4,4,-99,3,4,3,4,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,-99,9,1,0,0,1,0,0,1,-99,-99,3,3,3,-99,2,2,1,2,2,1,3,3,3,3,3,2,2,2,1,2012,0,1,,1,52200,2,,72.5,-99,-99,-99,-99,-99,-99,0,
2/8/2018 11:18,2/8/2018 11:31,1,2,4,3,1,1,2,2,1,2,2,1,1,1,2,4,1,1,2,1,5,5,1,4,4,1,2,3,3,4,4,-99,3,2,3,4,2,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,3,4,2,-99,4,3,3,9,9,3,4,4,4,4,4,4,3,3,4,4,3,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,9,9,4,4,3,3,4,4,4,2,4,4,4,4,9,4,4,3,3,3,1,2,3,2,4,4,4,4,9,9,9,9,3,3,3,3,3,3,3,3,4,4,4,4,9,9,9,9,9,9,9,9,9,0,0,0,1,1,0,0,3,3,2,3,3,2,3,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2017,0,3,,1,20100,1,,62.5,1,0,0,0,0,0,-99,
2/8/2018 11:20,2/8/2018 11:38,1,1,5,2,1,2,5,1,1,5,2,4,1,4,5,2,1,1,4,2,5,5,1,5,5,2,3,1,1,4,3,2,2,1,2,2,2,4,3,3,3,1,4,2,4,1,4,4,2,2,3,1,1,1,3,3,4,4,4,4,4,3,4,3,2,2,9,4,4,4,1,1,2,2,9,9,9,3,3,9,2,9,3,3,9,3,2,2,9,4,3,3,3,1,9,9,-99,3,2,1,1,2,2,3,9,3,2,1,3,1,2,3,4,4,4,1,4,4,3,2,1,1,1,9,9,9,9,4,4,4,4,4,4,4,4,4,3,3,3,9,9,9,9,3,2,2,2,1,1,0,0,1,1,0,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2012,1,2,,2,20100,2,,37.5,1,0,0,0,0,0,0,I was deeply disappointed by the decision to renew the contract with Blackboard Learn against the advice of faculty. The decision and the process both indicated that faculty input was not a particularly important part of the process or the most important consideration (as it should have been).
2/8/2018 11:30,2/8/2018 11:39,1,5,5,3,-99,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,-99,5,5,3,-99,3,3,3,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,2,3,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2014,1,2,,2,52200,2,,42.5,1,0,0,0,0,0,0,
2/8/2018 11:39,2/8/2018 11:50,1,4,4,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,5,1,1,4,1,1,4,4,4,3,2,2,3,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,3,2,3,2,2,3,4,4,4,3,4,9,4,4,3,2,3,3,3,3,-99,4,4,3,4,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,3,9,3,9,9,9,9,3,4,4,4,4,4,9,4,4,4,9,9,3,3,2,2,3,2,2,2,3,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,0,0,0,1,1,0,0,4,4,3,3,3,2,1,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2016,0,2,,1,52200,2,,67.5,1,0,0,0,0,0,0,
2/8/2018 11:45,2/8/2018 11:55,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,1,1,1,1,4,4,4,1,1,1,4,4,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,4,4,9,9,3,3,9,9,2,2,9,3,3,3,2,3,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,1,2,,2,45700,2,,32.5,1,0,0,0,0,0,0,I would enjoy having IT maintain some server space for a professional web site for professors. The school’s web page is horrendously insufficient in the area of faculty web sites. 
2/8/2018 11:50,2/8/2018 11:59,1,5,5,2,2,4,5,1,2,5,2,1,5,2,2,3,1,4,2,2,5,5,1,5,5,2,3,4,4,4,4,4,3,4,3,2,2,4,3,4,4,4,4,3,3,4,4,3,4,9,4,3,1,3,3,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,9,4,3,9,9,4,3,9,3,4,4,4,9,3,9,9,3,3,4,3,3,4,3,3,9,4,4,4,4,4,3,3,2,2,3,1,4,3,2,4,3,3,4,9,9,9,9,4,3,4,4,4,3,4,4,4,3,4,4,9,9,9,9,4,3,4,4,1,1,1,1,1,1,0,1,4,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2014,1,3,,2,45700,1,,42.5,1,0,0,0,0,0,0,
2/8/2018 12:02,2/8/2018 12:11,1,5,5,2,2,1,2,2,1,2,1,2,2,3,5,2,1,2,2,2,5,5,3,4,5,2,3,4,3,4,4,2,2,2,3,3,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,2,2,3,3,2,3,3,3,3,9,2,2,2,2,2,2,9,3,3,3,2,2,3,3,3,3,3,3,3,1,1,2,2,3,2,1,2,3,3,2,2,3,2,1,1,1,1,1,2,4,4,2,1,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,1,1,1,0,1,1,0,1,3,3,3,4,3,4,1,1,1,1,2,2,1,1,1,2,3,3,3,3,1,2017,1,2,,2,52200,2,,32.5,1,0,0,0,0,0,0,
2/8/2018 11:08,2/8/2018 12:33,1,5,5,2,2,1,3,3,1,3,3,2,2,2,1,2,1,1,2,1,5,5,1,5,5,2,5,4,4,4,4,4,4,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,9,4,4,-99,4,4,4,4,3,4,4,4,4,4,4,4,4,4,9,4,9,4,9,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,4,2,3,3,3,4,3,3,3,9,9,9,9,4,4,9,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,1,0,0,1,1,0,0,3,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,3,3,3,3,1,2014,1,2,,2,45700,1,,52.5,1,0,0,0,0,0,0,
2/8/2018 12:40,2/8/2018 12:53,1,4,3,2,2,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,5,1,5,5,1,1,4,4,4,4,3,3,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,3,1,4,3,3,1,1,1,4,4,4,4,4,1,4,4,1,1,4,4,4,2,1,2,2,1,3,2,2,9,9,9,9,9,9,3,1,9,9,9,9,9,9,1,9,-99,1,9,9,9,1,1,1,3,3,2,9,2,4,9,9,1,1,9,2,-99,-99,1,2,2,-99,2,2,1,1,9,9,9,9,9,9,9,9,4,4,4,4,4,3,2,1,9,9,9,9,4,2,1,1,9,0,0,1,1,1,0,0,4,4,1,3,2,1,1,1,1,1,1,2,3,3,3,3,1,1,1,1,1,-99,-99,-99,,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
