V8,V9,V10,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_SWC,USE_LRS,USE_LIAC,USE_LLC,USE_OLC,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_CCL,USE_IR,USE_LCS,USE_PCR,USE_WALC,USE_EMS,USE_VPN,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_ITS,IMP_SDAV,IMP_SWC,IMP_LRS,IMP_LIAC,IMP_LLC,IMP_LSSR,IMP_TSSR,IMP_LSSSR,IMP_TSSSR,IMP_SSCN,IMP_OLC,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDB,IMP_CCL,IMP_IR,IMP_LCS,IMP_PCR,IMP_AWAC,IMP_PWAC,IMP_EMS,IMP_EMSF,IMP_VP,IMP_VPN,IMP_AORO,IMP_ERPSS,IMP_CWS,IMP_LWS,IMP_SII,IMP_ICDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_ITS,DS_SDAV,DS_SWC,DS_LRS,DS_LIAC,DS_LLC,DS_LSSR,DS_TSSR,DS_LSSSR,DS_TSSSR,DS_SSCN,DS_OLC,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDB,DS_CCL,DS_IR,DS_LCS,DS_PCR,DS_AWAC,DS_PWAC,DS_EMS,DS_EMSF,DS_VP,DS_VPN,DS_AORO,DS_ERPSS,DS_CWS,DS_LWS,DS_ICDA,DS_OCS,DS_OLS,INF_ATS,INF_ALS,INF_CDCN,INF_CERPS,INF_CITN,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DAERPS_F,DAERPS_K,DAERPS_RL,DAERPS_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,DAASC_F,DAASC_K,DAASC_RL,DAASC_RS,DAMMS_F,DAMMS_K,DAMMS_RL,DAMMS_RS,AP_CMS,UAP_IOUC,UAP_LC,UAP_OQ,OWN_LC,OWN_PDA,OWN_EBR,OWN_T,SKL_CMS,SKL_TMS,LRN_ERP,LRN_CMS,LRN_TMS,LRN_LDB,LRN_WP,LRN_SS,LRN_PP,LRN_WCT,LRN_G,LRN_V,LRN_OS,LRN_BUD,LRN_PIRO,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YRS,FTIME,RANK,RANK_TEXT,TEN,ADIV,SEX,SEX_TEXT,AGE,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,COMMENT
2/11/2018 15:02,2/11/2018 15:11,1,5,3,1,1,1,4,1,1,4,3,2,3,1,3,3,3,1,1,1,5,5,1,5,4,2,2,4,2,4,3,2,9,9,3,2,9,9,9,3,4,9,4,4,3,3,3,4,4,4,9,9,4,9,3,9,4,4,4,4,4,9,4,3,3,3,3,3,4,4,4,9,4,4,9,9,9,3,2,9,9,9,3,3,9,3,4,4,4,4,4,4,4,4,9,4,9,4,9,2,2,4,3,3,9,4,4,4,4,9,4,4,2,2,3,3,3,2,3,4,3,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,1,0,0,0,1,0,0,0,3,3,2,4,3,3,4,4,4,4,4,4,1,3,3,3,3,3,3,3,1,2017,0,1,,1,45700,1,,37.5,1,0,0,0,0,0,0,
2/11/2018 19:59,2/11/2018 20:10,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,1,3,2,1,3,3,2,2,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,1,3,2,3,3,3,1,1,1,4,4,4,4,1,1,3,4,4,2,4,3,3,2,4,4,4,9,9,4,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,4,4,4,9,3,9,9,9,4,4,4,4,9,9,4,4,4,9,9,4,4,2,1,1,1,1,1,3,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,1,1,1,0,1,4,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2016,0,1,,1,45700,2,,57.5,1,0,0,0,0,0,0,
2/12/2018 17:32,2/12/2018 17:41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,1,1,3,1,1,9,9,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-99,3,9,9,9,9,9,9,9,9,9,3,9,3,3,3,3,3,9,3,3,9,9,9,3,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,3,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,0,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2013,0,1,,1,52200,2,,62.5,1,0,0,0,0,0,0,
2/13/2018 0:02,2/13/2018 0:27,1,-99,5,5,3,1,2,2,1,2,1,3,2,2,2,2,1,2,-99,2,1,5,1,4,5,-99,2,4,4,4,4,4,4,2,3,3,2,3,4,3,4,-99,-99,2,3,4,2,3,4,4,4,4,2,-99,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,-99,3,3,3,4,3,9,4,4,3,4,4,4,4,3,9,-99,3,3,9,3,3,3,3,3,3,3,4,9,2,2,4,3,4,9,3,4,4,4,3,4,4,2,2,3,3,3,3,3,3,4,3,4,4,4,3,3,4,4,9,9,4,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,9,-99,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,2014,-99,5,Visiting lecturer,1,45700,1,,-99,0,0,1,0,0,0,0,
2/13/2018 8:00,2/13/2018 8:10,1,-99,5,3,2,1,2,2,2,4,3,2,3,-99,5,2,2,1,2,2,5,5,1,5,5,3,3,2,2,4,4,4,1,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,9,4,4,4,4,4,3,4,4,4,4,2,2,1,9,9,4,4,4,4,9,4,9,2,4,4,2,2,4,4,2,2,2,9,1,9,4,4,1,1,4,4,4,9,4,1,1,4,1,1,3,2,3,3,3,3,3,3,4,1,1,4,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,1,1,0,1,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2012,1,2,,2,52200,1,,42.5,1,0,0,0,0,0,0,
2/13/2018 8:00,2/13/2018 8:10,1,5,3,4,3,1,4,2,1,1,1,2,2,2,5,2,1,1,1,2,5,5,3,3,5,2,4,4,4,2,4,4,2,1,4,4,2,4,4,4,-99,2,2,3,3,3,4,4,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,2,4,9,9,4,4,9,4,1,4,2,3,9,3,4,9,4,4,2,9,2,9,9,9,9,4,1,1,2,2,2,4,4,4,3,4,2,2,4,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,1,1,1,1,0,5,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2016,1,2,,2,52200,2,,32.5,1,0,0,0,0,0,0,This is among the worst surveys that I've ever taken.  / 1: It is aggressively long.  / 2: It has no progress bar to give an idea of how much longer it will be.  / 3: It does not give an option to save and continue.  / 4: The questions are often inappropriately asked or will lead to inappropriate data interpretations as asked.  / 5: It implies anonymity without actually providing anonymity. 
2/13/2018 8:17,2/13/2018 8:17,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/13/2018 8:09,2/13/2018 8:20,1,1,4,2,2,3,5,2,1,3,5,3,3,2,2,3,1,5,2,2,5,5,2,5,5,2,1,3,3,9,9,3,1,3,9,1,2,9,9,9,9,9,9,3,3,3,3,9,9,9,9,9,2,3,3,3,9,9,9,9,9,3,9,9,3,3,3,9,9,9,9,-99,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,-99,3,9,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,1,0,0,0,1,1,0,0,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,1,1995,1,4,,3,20100,2,,67.5,1,0,0,0,0,0,0,
2/13/2018 8:15,2/13/2018 8:29,1,3,1,1,2,2,2,2,1,5,5,1,1,2,5,3,1,3,1,1,5,5,1,5,5,4,2,3,3,2,2,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,1,0,1,3,3,2,2,2,2,2,3,2,3,4,4,3,4,3,2,3,3,3,3,1,2017,1,2,,2,60200,2,,47.5,0,1,0,0,0,0,0,
2/13/2018 8:23,2/13/2018 8:49,1,5,5,3,4,1,2,1,1,2,2,2,1,1,2,3,1,1,3,1,5,5,1,5,5,4,2,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,1,4,9,9,4,4,3,2,3,1,1,9,3,3,2,4,2,3,4,4,3,4,1,4,3,3,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,0,1,1,0,4,4,4,4,3,3,4,4,4,4,2,2,2,4,4,4,4,1,1,1,1,1983,1,4,,3,45700,1,,67.5,1,0,0,0,0,1,0,"Because you asked... /  / SPAM and virus protection is weak on campus email and my efforts to create change have been unsuccessful. I receive 10-15 SPAM emails each day and often this number increases to 30-40/day.  I have been made to feel that I am a bother.  Other faculty have just given up on solving this problem. /  / Home access to email is fine. However, I can not include attachments.  No one has been able to tell me why. /  / ETO is extremely responsive, helpful, and knowledgeable. /  / There are rooms in Hemenway Annex that have intermittent wireless outages. /  / When there are classroom tech issues, I don't know who to call. Administrative assistants contact the right person and they come very quickly and rectify the problem. Can't seem to find a direct line. /  / Faculty dashboard is a mess.  I don't know how to personalize it and have never heard that we can. /  / And, while you are asking...This university is in desperate need of a webmaster.  The current 'template' does not meet the needs of the faculty who are trying to recruit students.  The layout doesn't work.  Other university websites are much more inviting and easy to use.  This is absolutely no reflection of the services provided.  It is a poor product."
2/13/2018 8:47,2/13/2018 8:58,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,5,5,1,1,4,1,1,1,1,4,3,2,1,1,3,4,1,1,1,3,1,1,3,3,3,3,3,3,3,1,3,1,3,1,3,4,4,4,4,4,4,1,4,4,1,4,1,1,4,4,9,9,-99,4,4,9,9,4,4,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,9,4,9,4,4,4,4,4,4,4,9,9,4,9,9,9,4,4,2,2,2,2,2,2,2,4,3,3,4,9,9,9,9,4,3,4,4,4,4,4,4,3,3,3,3,9,9,9,9,4,4,4,4,9,0,0,0,1,1,1,1,1,3,2,2,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2015,0,5,VL,1,45700,2,,62.5,1,0,0,0,0,0,0,
2/13/2018 9:13,2/13/2018 9:22,1,5,1,1,2,1,4,2,2,3,3,2,3,3,3,3,1,1,2,1,5,5,1,1,5,3,3,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,1,1,1,1,4,2,2,3,1,3,3,3,3,3,3,3,2,3,3,1,1,4,4,4,1,1990,0,4,,3,52200,1,,62.5,1,0,0,0,0,0,0,Retired but now teach online via DGCE - so on-campus training is not possible - very interested in online/virtual classes or tutorials for new things for teaching.
2/13/2018 9:12,2/13/2018 9:29,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,-99,2,5,1,1,1,1,3,3,2,1,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,4,4,4,9,9,9,9,9,9,9,4,4,4,9,9,4,9,9,2,4,4,9,9,4,9,9,4,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,4,4,4,9,9,9,9,9,9,9,4,4,4,9,9,4,9,9,4,4,9,4,1,4,4,4,1,4,4,4,4,3,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,0,0,0,1,1,0,0,2,3,2,3,2,2,1,1,2,4,4,4,1,1,2,3,3,1,2,2,1,2011,0,5,Adjunct,1,60200,1,,72.5,1,0,0,0,0,0,0,"I teach online educator Professional Development courses for K - 12 teachers. All my FSU work is distance learning online courses. The FSU technology dept under the direction of Robin Robinson is excellent support. I receive excellent assistance for my FSU online courses, the group is accessible and highly responsive."
2/13/2018 9:26,2/13/2018 9:31,1,5,4,1,1,1,3,3,1,1,1,1,1,1,4,2,1,1,1,1,5,5,1,4,5,2,2,4,4,2,2,2,2,2,3,3,3,9,3,3,3,9,9,2,2,3,2,4,4,3,4,2,2,2,2,2,4,4,4,3,3,9,4,4,3,3,9,3,3,3,3,3,9,9,9,9,9,3,3,9,9,9,3,3,9,9,9,9,9,3,2,3,3,9,9,9,9,9,9,3,3,2,1,3,9,3,3,3,3,9,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,1,1,0,0,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2017,0,2,,1,52200,2,,37.5,1,0,0,0,0,0,0,
2/13/2018 9:28,2/13/2018 9:41,1,2,5,2,3,1,3,1,1,2,2,2,2,3,3,2,1,1,2,1,5,5,4,4,4,2,2,1,1,4,4,4,1,1,3,1,1,2,4,4,3,9,3,1,2,1,4,4,4,3,4,4,2,1,3,1,4,4,4,4,4,4,4,4,2,2,9,4,4,4,1,2,3,4,4,9,9,3,1,9,3,3,3,3,9,3,9,2,9,3,3,4,3,2,2,9,9,4,9,3,2,4,2,4,4,4,3,2,2,1,3,3,3,3,4,3,4,4,3,4,4,4,4,3,3,3,3,4,2,4,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,1,1,0,0,1,1,0,1,4,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,4,4,3,1,2006,1,4,,3,20100,1,,52.5,1,0,0,0,0,0,0,
2/13/2018 9:41,2/13/2018 9:49,1,3,1,1,3,2,4,3,1,5,4,4,2,4,5,4,3,1,3,3,5,5,2,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,1,1,0,1,3,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,1,1998,1,4,,3,45700,1,,57.5,1,0,0,0,0,0,0,
2/13/2018 9:37,2/13/2018 9:50,1,5,-99,2,1,1,3,1,1,5,3,4,4,3,3,2,1,1,4,2,5,5,1,5,4,2,2,4,3,4,3,1,1,2,3,2,2,3,3,3,3,1,4,3,4,3,4,4,4,3,4,3,1,2,4,4,4,4,4,3,4,2,4,4,2,2,2,2,4,4,4,4,4,4,9,9,9,4,4,9,9,9,4,9,4,4,4,2,3,4,4,4,4,4,4,9,9,4,4,4,3,4,3,4,4,4,4,4,4,9,4,4,2,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,0,0,0,1,1,0,0,3,3,2,3,3,2,1,1,3,3,2,2,2,3,3,3,3,3,2,2,1,2017,1,2,,1,52200,1,,37.5,0,0,0,0,0,1,0,
2/13/2018 9:39,2/13/2018 9:52,1,1,2,1,1,1,4,2,2,1,1,1,1,4,3,2,1,1,2,1,5,5,1,3,4,1,1,1,1,2,2,1,1,1,3,3,3,4,2,4,2,1,1,3,2,1,4,4,4,4,4,2,9,9,4,4,4,4,4,4,4,9,4,3,4,3,9,9,3,4,9,9,2,3,9,9,9,4,4,4,4,9,4,9,9,1,4,1,9,4,3,4,4,4,9,9,9,4,9,4,4,4,4,4,9,3,3,9,9,1,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,1,0,0,0,1,2,2,1,2,3,1,2,1,1,2,1,1,2,2,3,3,1,1,1,1,1997,1,4,,3,20100,2,,67.5,-99,-99,-99,-99,-99,-99,0,
2/13/2018 9:50,2/13/2018 9:58,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,5,1,1,4,1,1,1,1,4,4,2,1,1,4,3,1,4,1,9,9,9,9,9,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,9,-99,4,4,4,4,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,4,9,4,4,4,9,9,9,9,9,4,4,4,3,4,9,4,4,4,4,9,4,4,1,2,3,3,1,3,1,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,9,9,-99,9,9,-99,9,9,9,9,9,9,9,1,0,0,1,1,0,0,1,1,2,1,2,3,1,3,3,1,1,1,1,1,3,2,2,2,2,1,1,2001,0,5,Senior Visiting Instructor,1,52200,2,,57.5,1,0,0,0,0,0,0,
2/13/2018 9:55,2/13/2018 10:08,1,5,5,2,3,1,2,1,2,5,3,2,4,3,3,2,1,1,2,2,5,5,1,4,4,1,2,4,2,4,4,4,4,2,3,1,2,1,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,1,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,9,3,1,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,9,4,3,3,3,4,4,4,9,4,4,9,4,4,4,4,3,3,3,3,4,3,3,4,3,4,3,9,9,9,9,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,1,1,1,1,1,0,1,4,4,2,2,2,2,1,2,2,2,1,2,1,1,2,3,2,3,3,2,1,2012,1,2,,2,45700,1,,52.5,1,0,0,0,0,0,0,
2/13/2018 10:21,2/13/2018 10:33,1,5,5,2,2,1,2,1,1,3,2,2,2,1,4,1,1,2,2,1,5,5,1,5,5,2,2,4,3,4,4,4,3,3,4,2,1,3,4,4,4,3,4,3,3,3,2,4,3,3,3,3,2,2,3,2,4,3,4,4,4,1,4,4,2,2,9,3,4,4,3,4,3,4,4,9,1,4,4,9,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,9,4,4,4,3,4,9,4,4,4,4,4,4,4,2,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,1,3,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,3,2,3,1,1985,1,4,,3,45700,2,,67.5,1,0,0,0,0,0,0,
2/13/2018 10:22,2/13/2018 10:33,1,5,5,1,2,1,2,2,1,2,2,2,2,2,3,2,1,1,2,1,5,5,1,5,5,1,3,4,2,4,2,3,3,2,4,4,2,4,4,4,4,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,2,1,0,1,0,1,1,1,-99,-99,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,2,2,1,1998,0,1,,1,20100,1,,67.5,1,0,0,0,0,0,0,
2/13/2018 10:38,2/13/2018 10:53,1,2,4,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,5,1,4,4,2,2,2,2,4,4,3,1,1,2,2,1,2,3,4,3,-99,2,2,3,3,1,3,4,4,4,2,1,2,3,3,4,4,4,4,4,1,4,4,3,3,3,4,4,4,3,3,4,4,3,9,9,4,4,9,4,4,4,4,9,4,4,4,4,9,4,4,4,4,9,9,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,3,3,3,2,2,3,3,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,1,0,1,3,3,2,2,3,2,1,1,1,2,1,1,2,1,3,2,3,3,3,1,1,1997,0,1,,1,45700,2,,67.5,1,0,0,0,0,0,0,"My responses are from a visiting lecturer who is on campus one evening week during the Fall and Spring semesters, and therefore are based on limited use of on-campus resources."
2/13/2018 10:49,2/13/2018 11:14,1,4,3,1,2,1,4,2,1,4,2,3,4,3,3,2,1,2,2,2,5,5,2,4,5,2,3,4,3,2,2,2,1,1,4,1,1,4,4,3,2,4,4,2,4,4,4,4,4,2,3,4,1,2,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,9,9,3,1,9,3,3,4,4,1,4,4,4,4,4,3,3,4,3,1,9,4,4,4,4,4,4,2,3,3,4,4,2,4,3,3,3,3,3,3,2,4,2,3,4,1,2,3,9,9,9,9,4,4,4,4,4,1,2,3,4,4,4,4,9,9,9,9,4,3,3,3,1,1,0,0,0,0,0,0,3,3,1,1,1,1,1,2,1,1,2,2,4,4,3,3,4,2,2,3,1,2012,1,2,,2,45700,2,,37.5,1,0,0,0,0,0,0,"I would like to see more shared computing resources available to faculty (and students). Both my scholarly work and my teaching would be greatly enhanced if I had access to a small server or computer cluster for performing processor-intensive projects.  /  / I currently use my campus-issued laptop for such scholarship-related projects, but processor jobs can take upwards of 12 hours, during which I am unable to use my laptop for other purposes. A dedicated server would allow me to submit jobs that run in the background over longer periods of time.  /  / For student instruction, I currently have students install software on their own laptops. This tends to be problematic due to the large variability in student laptop performance/specs, which leads to a large variability in how the installs are performed. Typically, most students don't have the requisite experience to do the installations entirely on their own, so the process has become quite labor intensive on myself. If students could complete projects on a remote server, this would save a great deal of time. Additionally, it would give students a better feel for how such projects are completed in the real world.  /  / I have discussed the idea of sharing a server with several faculty members on campus from different colleges, but we all agree that we do not have the time or requisite skill set to manage such a resource. "
2/13/2018 11:00,2/13/2018 11:15,1,1,4,4,4,1,2,3,1,3,2,2,1,2,2,4,1,2,2,2,5,5,2,3,5,3,1,1,1,-99,4,2,2,1,1,2,1,3,2,2,1,1,3,2,-99,2,1,2,4,-99,3,3,1,-99,2,2,4,4,4,4,4,2,4,4,2,2,4,3,4,4,9,9,1,2,9,9,3,3,3,2,3,9,9,9,9,4,3,3,9,4,3,4,-99,3,3,9,9,4,3,2,3,4,4,4,-99,2,3,3,3,2,3,4,2,2,3,2,2,3,4,4,4,4,4,9,9,9,9,3,3,3,3,9,9,9,9,4,4,4,4,9,9,9,9,4,4,4,4,9,0,0,0,1,1,0,1,1,3,2,1,4,3,4,2,2,1,1,1,2,4,4,2,2,1,1,1,1,1988,1,4,,3,20100,2,,72.5,1,0,0,0,0,0,0,
2/13/2018 11:23,2/13/2018 11:33,1,1,4,1,1,1,2,1,1,5,3,2,4,1,3,2,1,1,1,1,5,5,2,5,5,5,2,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,9,9,4,4,4,9,9,4,4,9,4,4,9,9,9,9,4,3,4,3,4,4,4,9,3,3,4,4,4,4,4,4,4,4,3,4,4,2,2,3,2,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,9,9,9,9,4,4,4,4,9,0,0,0,1,1,0,0,3,2,3,3,4,3,1,1,1,3,3,3,1,2,4,3,3,4,4,3,1,2016,0,5,Visiting LEcturer ,1,45700,1,,37.5,0,0,1,0,0,0,0,
2/13/2018 11:22,2/13/2018 11:35,1,1,5,3,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,5,5,1,5,5,1,1,1,1,4,4,3,1,1,1,2,1,1,1,1,1,3,3,1,1,1,2,1,4,4,4,4,1,1,1,1,4,4,4,4,4,1,4,4,4,1,2,4,4,1,9,9,3,4,3,9,9,9,1,9,9,9,9,9,9,4,9,9,9,9,9,4,4,3,1,9,9,9,9,4,4,1,4,4,9,1,4,4,9,4,4,9,2,1,4,1,3,3,3,3,4,4,4,9,9,9,9,4,2,2,4,9,9,9,9,4,4,4,2,9,9,9,9,4,4,4,4,9,1,0,1,1,1,0,0,1,3,3,3,3,1,1,1,1,1,3,3,1,4,4,4,4,2,2,1,1,2017,1,2,,1,52200,2,,62.5,0,0,0,0,0,1,-99,Make your surveys shorter in the future!!
