V8,V9,V10,USE_CMS,USE_LRS,USE_OLC,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_CCL,USE_PCL,USE_PCR,USE_QWSL,USE_GSSL,USE_WALC,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,IMP_CMS,IMP_LRS,IMP_LIAC,IMP_OLC,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDCP,IMP_CCL,IMP_PCL,IMP_LCS,IMP_PCR,IMP_QWSL,IMP_GSSL,IMP_PCIL,IMP_FPML,IMP_AWAC,IMP_PWAC,IMP_AORO,IMP_ERPSS,IMP_SERPP,IMP_CWS,IMP_LWS,IMP_ICDA,IMP_ILDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_LRS,DS_LIAC,DS_OLC,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDCP,DS_CCL,DS_PCL,DS_LCS,DS_PCR,DS_QWSL,DS_GSSL,DS_PCIL,DS_FPML,DS_AWAC,DS_PWAC,DS_AORO,DS_ERPSS,DS_SERPP,DS_CWS,DS_LWS,DS_OCS,DS_OLS,AAG_PDLC,AAG_LS,AAG_WL,AAG_TUC,INF_ATS,INF_ALS,INF_PI,INF_CDCN,INF_CERPS,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,UAP_IOUC,UAP_MDC,UAP_OQ,UAP_SLR,UAP_TESP,OWN_DC,OWN_LC,OWN_PDA,OWN_EBR,OWN_VGP,OWN_T,OS_1,OS_2,OS_3,OS_4,LRN_ERP,LRN_CMS,LRN_TMS,LRN_LDB,LRN_PP,LRN_V,LRN_OS,LRN_PIRO,LRN_DDV,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YEAR,ADIV,AGE,SEX,SEX_TEXT,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,INTER,COMMENT
2/9/2018 13:21,2/9/2018 13:27,1,5,3,1,1,1,1,1,3,2,1,2,1,5,5,5,3,5,1,3,3,3,2,2,2,2,2,1,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,2,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,-99,-99,-99,0,1,0,0,2,2,3,4,2,3,3,3,3,3,3,3,3,2,1,2021,45700,18,1,,1,0,0,0,0,0,0,0,
2/9/2018 13:23,2/9/2018 13:33,1,5,3,2,1,1,1,1,3,1,5,1,2,1,1,5,4,5,1,1,4,2,1,1,1,1,1,1,4,1,1,4,3,4,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,1,4,1,4,9,9,9,9,9,9,9,9,4,9,9,4,9,4,9,9,9,9,9,4,9,9,4,4,4,9,9,9,4,9,3,1,1,4,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2018,45700,22,1,,1,0,0,0,0,0,0,0,
2/9/2018 13:58,2/9/2018 14:10,1,5,3,4,-99,2,1,3,2,2,2,2,1,3,2,5,5,5,5,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,3,4,-99,9,4,4,3,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,9,9,9,9,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,2,2,2,1,2,2,3,1,3,1,1,1,1,1,2021,45700,19,1,,1,0,0,0,0,0,0,0,
2/9/2018 19:13,2/9/2018 19:24,1,5,1,1,1,2,1,1,1,1,2,3,1,3,4,5,5,5,1,2,4,2,2,1,9,2,3,2,1,9,9,9,1,3,3,9,9,4,4,3,2,4,4,3,4,9,1,1,4,3,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,3,3,4,4,1,1,9,2,9,9,9,3,4,2,3,9,4,3,2,2,4,3,3,3,4,9,9,9,4,9,9,9,9,9,9,9,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,2,3,3,4,2,1,1,4,4,4,1,2018,45700,23,3,attack helicopter,0,0,0,0,0,1,0,0,
2/10/2018 11:15,2/10/2018 13:57,1,1,-99,2,2,3,3,3,2,3,3,3,3,5,5,5,5,5,3,2,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,3,2,3,3,2,1,1,3,4,4,4,3,4,4,4,2,3,3,3,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,2018,20100,21,1,,0,0,0,0,0,1,1,0,
2/11/2018 21:41,2/11/2018 21:47,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,5,1,1,3,2,2,1,2,2,3,2,2,2,2,3,3,9,4,2,2,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,1,1,3,4,4,4,4,2,4,4,4,2,4,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,2,2,3,3,3,2,3,2,2,2,2,1,1,2021,45700,18,2,,1,0,0,0,0,0,0,0,
2/12/2018 10:50,2/12/2018 10:55,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,3,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,9,9,9,9,9,-99,9,9,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2020,20100,20,1,,0,1,1,0,0,0,1,0,
2/12/2018 13:54,2/12/2018 13:59,1,5,5,2,2,1,1,1,1,2,2,2,1,5,3,5,5,5,2,2,4,4,4,2,2,2,2,1,2,3,3,2,3,2,4,-99,2,4,4,4,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,1,1,1,4,4,4,4,4,4,2,4,2,4,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,4,4,4,-99,4,3,3,3,3,2,2,2,2,2,1,2020,20100,19,2,,1,0,0,0,0,0,0,0,
2/12/2018 21:29,2/12/2018 21:37,1,5,2,1,2,2,1,1,1,3,4,2,1,1,1,5,5,3,3,1,4,2,2,2,2,2,2,2,2,4,2,4,2,4,3,2,9,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,4,9,9,9,9,9,9,9,9,3,-99,9,9,9,4,4,4,9,4,4,4,9,2,2,3,4,9,3,9,3,4,1,1,1,1,3,3,1,2,2,2,2,4,3,3,3,4,4,4,4,9,9,9,9,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,3,4,3,2,2,3,3,3,1,2018,20100,21,1,,1,0,0,0,0,0,0,0,
2/13/2018 7:57,2/13/2018 8:03,1,5,2,1,1,1,1,1,2,2,2,1,3,2,2,5,5,5,2,1,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,-99,2,2,2,2,2,2,1,2020,45700,19,1,,0,1,0,0,0,0,1,0,
2/13/2018 7:57,2/13/2018 8:04,1,5,4,2,1,1,1,1,2,2,1,1,1,3,1,5,5,5,1,1,4,2,2,1,1,1,2,1,2,3,3,4,4,9,9,1,1,4,4,4,3,4,4,4,4,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,4,2,2,2,3,3,3,3,4,4,4,4,9,9,9,-99,9,9,9,9,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,2,2,1,2,2,1,1,2,2,1,1,3,3,2,1,2021,45700,18,1,,1,0,0,0,0,0,0,0,
2/13/2018 7:56,2/13/2018 8:05,1,5,2,2,2,2,2,2,3,2,5,5,3,5,5,5,5,5,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,-99,4,-99,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3,3,3,3,3,3,3,-99,3,3,3,3,3,3,1,2018,20100,22,2,,1,0,0,0,0,0,0,0,
2/13/2018 7:57,2/13/2018 8:05,1,4,3,1,1,-99,-99,1,1,4,2,3,1,3,3,3,5,5,3,2,4,4,4,2,3,3,3,2,2,3,2,2,4,9,9,3,3,4,4,3,3,9,3,9,9,9,-99,4,3,3,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2021,45700,19,2,,0,1,0,0,0,0,0,0,
2/13/2018 7:57,2/13/2018 8:05,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,2,4,4,4,4,3,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,3,9,3,4,4,9,9,4,4,4,9,4,2,4,4,2,9,9,9,9,1,2,1,4,2,2,2,3,3,3,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021,45700,18,2,,1,0,0,0,0,0,0,0,
2/13/2018 7:58,2/13/2018 8:05,1,5,3,2,2,1,1,1,3,3,2,4,3,1,4,5,4,5,3,4,3,2,2,2,3,2,3,1,3,3,2,3,2,3,2,3,2,1,4,3,2,3,3,2,3,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2018,20100,23,2,,1,0,0,0,0,1,-99,-99,
2/13/2018 8:06,2/13/2018 8:11,1,5,1,1,1,1,1,1,1,2,5,5,1,5,1,5,5,5,2,1,4,1,1,1,1,1,1,1,1,2,2,1,3,4,4,1,1,4,1,1,1,4,4,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,-99,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,4,2,2,2,2,2,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2019,45700,20,1,,1,0,0,0,0,0,0,0,
2/13/2018 8:04,2/13/2018 8:15,1,5,-99,1,1,1,2,1,2,3,5,5,2,4,4,5,5,4,1,2,4,-99,2,1,1,1,2,1,2,4,4,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,4,4,1,4,1,4,2,4,1,1,1,1,2019,45700,23,1,,1,0,0,0,0,0,0,0,
2/13/2018 8:15,2/13/2018 8:21,1,5,2,2,2,2,2,1,3,1,3,4,1,3,1,5,5,5,1,2,4,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,3,4,3,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,-99,4,4,4,4,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2019,60200,20,1,,1,0,0,0,0,0,0,0,
2/13/2018 8:22,2/13/2018 8:28,1,5,2,2,2,2,2,2,3,2,3,3,2,4,5,5,5,5,2,2,4,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,2,2,1,3,3,2,3,2,1,2019,52200,20,2,,1,0,0,0,0,0,0,0,
2/13/2018 8:25,2/13/2018 8:34,1,5,2,2,1,1,1,2,2,2,1,4,1,4,1,5,5,4,1,1,4,2,9,3,9,3,3,3,3,3,3,3,3,3,4,2,9,4,3,4,3,4,4,4,4,4,3,2,4,3,3,3,4,4,3,3,4,3,4,9,4,4,4,3,4,4,4,4,4,9,4,4,4,4,3,3,3,4,4,9,9,4,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2019,45700,20,1,,1,0,0,0,0,0,0,0,
2/8/2018 8:18,2/13/2018 8:37,1,5,1,1,1,1,2,1,1,1,1,1,1,2,1,5,5,5,1,1,4,1,1,1,1,1,2,1,1,2,2,2,3,2,2,2,1,2,2,3,1,4,4,4,4,4,2,2,3,3,3,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,9,4,3,3,4,9,9,9,4,4,3,3,3,3,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,45700,23,1,,1,0,0,0,0,1,1,0,
2/13/2018 8:49,2/13/2018 9:04,1,5,3,1,1,1,2,2,3,2,2,2,1,2,2,5,1,4,1,1,4,4,2,1,2,1,1,2,4,4,4,3,4,4,3,9,9,3,4,3,4,4,4,9,4,4,2,2,3,3,3,4,3,9,9,9,9,9,9,9,1,4,3,3,9,2,4,4,9,9,2,1,1,3,3,1,9,4,4,9,9,3,4,2,3,2,3,3,3,1,3,3,3,3,3,2,3,4,9,3,4,4,4,3,4,4,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,3,3,3,2,4,1,4,4,3,3,2,2,2,1,1,2018,52200,22,1,,1,0,0,0,0,0,0,0,
2/13/2018 9:09,2/13/2018 9:15,1,5,3,3,2,1,1,1,3,2,1,2,1,3,3,5,5,5,1,2,4,3,3,3,1,1,1,3,3,2,2,1,4,1,1,1,1,4,3,4,2,4,4,4,4,4,3,3,4,4,4,4,1,1,4,9,4,9,9,9,9,4,4,4,4,4,9,9,9,9,3,3,4,9,4,2,4,3,3,3,4,4,4,4,4,2,4,3,1,3,3,1,3,3,4,4,4,4,9,9,9,9,9,9,9,9,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,3,2,2,3,2,2,2,2,2,2,3,3,3,2,1,2020,20100,19,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:01,2/13/2018 10:10,1,5,3,3,2,3,3,1,2,2,1,1,2,3,3,5,5,5,2,2,4,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,4,4,3,3,4,4,4,4,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2021,52200,19,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:04,2/13/2018 10:10,1,5,3,1,1,3,3,3,1,3,4,3,3,1,1,5,5,4,1,2,4,3,3,1,1,3,3,4,3,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2021,52200,18,1,,1,0,0,0,0,0,0,0,
2/8/2018 10:43,2/13/2018 10:11,1,5,3,3,1,1,1,1,3,3,2,2,1,4,4,5,1,5,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,2,2,2,2,4,3,3,3,3,3,4,4,3,4,2,3,2,3,1,2,1,4,4,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2019,45700,21,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:14,2/13/2018 10:19,1,1,3,2,2,2,2,1,2,2,3,3,1,1,1,5,5,5,5,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4,4,2,4,2,4,3,9,9,9,9,9,9,9,9,9,9,3,3,3,3,4,4,3,9,3,3,4,2,3,3,4,2,3,4,2,3,3,1,2,2,4,4,2,4,4,4,1,2,4,3,4,4,2,4,4,3,3,3,3,2,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,3,1,3,4,3,4,2,4,4,2,3,1,1,2018,45700,22,2,,0,0,1,0,0,0,0,0,
2/13/2018 10:17,2/13/2018 10:22,1,5,3,1,1,1,1,1,2,1,-99,1,1,2,1,5,2,5,2,1,4,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,3,2,4,2,4,4,3,4,3,3,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,3,2,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2021,60200,18,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:21,2/13/2018 10:27,1,5,2,2,2,2,2,2,2,1,1,1,1,4,4,5,5,5,1,1,4,3,3,2,2,2,2,2,3,2,2,2,3,2,1,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2021,20100,18,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:31,2/13/2018 10:40,1,5,3,2,1,1,1,2,3,2,1,4,2,5,1,5,5,5,1,1,4,3,3,3,9,2,2,3,4,2,1,1,2,1,4,3,2,4,9,4,4,4,4,4,4,4,3,3,2,2,2,2,4,9,4,3,3,9,9,9,3,4,2,9,9,2,9,4,3,9,4,9,4,3,1,1,4,4,3,9,9,2,4,2,4,2,4,2,3,1,2,2,3,1,4,4,3,3,4,4,4,4,4,4,4,4,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,2,1,3,1,1,2,3,1,2,1,2,2,3,1,2021,60200,20,1,,1,0,0,0,0,0,0,0,"The WiFi DOES NOT work from building to building most days, sometimes even in the library when I've already been using it for a few hours. It's increasingly frustrating when my internet works fine in one class, and then doesn't work at all when I move to my next class just one building over."
2/13/2018 10:37,2/13/2018 10:42,1,5,3,3,3,2,3,2,4,1,1,1,1,4,4,5,4,4,2,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3,-99,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,-99,2,2,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2019,52200,21,1,,1,0,0,0,0,0,0,0,
2/8/2018 8:36,2/13/2018 10:44,1,5,2,2,2,1,2,1,-99,-99,5,3,1,5,3,5,1,5,2,2,4,2,2,2,2,2,-99,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,4,4,3,3,3,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,4,2,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2020,45700,20,2,,1,0,0,0,0,0,0,0,
2/13/2018 10:31,2/13/2018 10:46,1,5,3,3,2,2,3,2,3,3,5,4,2,2,4,5,2,5,2,3,4,2,2,3,3,3,3,3,4,3,3,9,3,4,4,3,9,3,4,4,4,4,4,3,4,4,3,3,9,9,4,4,3,3,3,3,4,9,4,4,4,4,4,4,9,4,4,4,4,3,4,4,3,2,3,3,3,3,3,4,4,4,4,2,4,2,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,3,3,3,3,3,2,3,4,1,3,2,4,4,4,1,2020,20100,20,1,,1,0,0,0,0,0,0,0,
2/13/2018 10:43,2/13/2018 10:51,1,5,2,2,2,2,1,2,2,2,3,2,1,2,2,5,-99,5,2,2,4,3,3,3,3,3,3,2,3,3,3,3,4,4,4,3,9,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2,1,4,4,3,3,4,4,4,4,9,2,2,2,4,1,1,1,4,2,3,4,2,4,3,3,2,4,3,3,1,3,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2018,52200,22,2,,1,0,0,0,0,0,0,0,The wi-fi sucks and makes me go over my cellphone data every month. 
2/13/2018 8:28,2/13/2018 10:55,1,5,1,1,1,1,1,1,1,1,1,2,2,5,1,5,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,4,3,4,4,4,4,9,4,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,2,9,1,9,1,1,2,2,9,9,9,9,9,9,9,9,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,3,1,2,3,1,2020,45700,23,2,,1,0,0,0,0,0,0,0,
2/13/2018 10:56,2/13/2018 11:02,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,4,4,4,4,4,4,3,9,4,9,9,4,4,9,9,9,9,9,9,-99,9,9,9,9,9,4,4,4,4,4,4,4,3,4,3,4,9,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2020,20100,19,1,,1,0,0,0,0,0,0,0,
2/13/2018 11:04,2/13/2018 11:14,1,5,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,5,2,1,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,2,4,2,1,9,4,3,2,2,1,2,1,4,9,9,9,9,9,9,9,9,9,4,4,9,9,2,2,2,9,2,2,2,9,2,3,9,3,3,9,3,3,3,9,9,9,9,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,45700,20,1,,0,0,1,0,0,0,0,0,
2/13/2018 11:13,2/13/2018 11:20,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,20100,22,2,,1,0,0,0,0,0,1,0,
2/13/2018 11:14,2/13/2018 11:31,1,5,2,2,1,1,1,2,3,1,2,2,1,5,2,5,3,3,1,1,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,4,4,3,3,3,2,2,2,2,2,2,4,4,3,4,4,3,3,9,4,4,9,9,9,4,4,4,4,9,4,4,4,2,3,3,4,4,9,9,9,4,4,2,2,2,4,2,2,1,3,3,3,2,4,4,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2019,20100,20,1,,0,0,1,0,0,0,0,0,
