V8,V9,V10,USE_CMS,USE_LRS,USE_OLC,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_CCL,USE_PCL,USE_PCR,USE_QWSL,USE_GSSL,USE_WALC,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,IMP_CMS,IMP_LRS,IMP_LIAC,IMP_OLC,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDCP,IMP_CCL,IMP_PCL,IMP_LCS,IMP_PCR,IMP_QWSL,IMP_GSSL,IMP_PCIL,IMP_FPML,IMP_AWAC,IMP_PWAC,IMP_AORO,IMP_ERPSS,IMP_SERPP,IMP_CWS,IMP_LWS,IMP_ICDA,IMP_ILDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_LRS,DS_LIAC,DS_OLC,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDCP,DS_CCL,DS_PCL,DS_LCS,DS_PCR,DS_QWSL,DS_GSSL,DS_PCIL,DS_FPML,DS_AWAC,DS_PWAC,DS_AORO,DS_ERPSS,DS_SERPP,DS_CWS,DS_LWS,DS_OCS,DS_OLS,AAG_PDLC,AAG_LS,AAG_WL,AAG_TUC,INF_ATS,INF_ALS,INF_PI,INF_CDCN,INF_CERPS,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,UAP_IOUC,UAP_MDC,UAP_OQ,UAP_SLR,UAP_TESP,OWN_DC,OWN_LC,OWN_PDA,OWN_EBR,OWN_VGP,OWN_T,OS_1,OS_2,OS_3,OS_4,LRN_ERP,LRN_CMS,LRN_TMS,LRN_LDB,LRN_PP,LRN_V,LRN_OS,LRN_PIRO,LRN_DDV,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YEAR,ADIV,AGE,SEX,SEX_TEXT,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,INTER,COMMENT
2/8/2018 10:05,2/8/2018 10:17,1,5,3,2,1,1,2,2,3,1,1,1,1,2,1,5,3,3,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,3,3,1,1,2,3,2,2,2,3,2,3,3,2,3,2,3,2,2,2,2,3,9,9,9,9,4,4,4,4,9,9,9,9,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2019,52200,20,1,,1,0,0,0,0,0,0,0,
2/8/2018 10:13,2/8/2018 10:17,1,5,3,4,3,4,5,3,3,4,2,4,3,4,3,3,2,5,4,3,4,3,3,3,4,3,2,3,2,3,4,3,2,9,9,3,2,4,4,3,4,2,4,3,3,4,3,3,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2021,45700,19,2,,0,0,0,0,1,0,0,0,
2/8/2018 9:57,2/8/2018 10:27,1,5,3,2,2,2,2,3,2,2,5,4,4,4,4,5,1,5,2,3,4,4,4,4,4,4,4,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,3,3,3,3,3,4,4,4,4,1,2,2,2,4,4,4,4,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2018,45700,23,2,,0,0,0,0,0,1,1,0,
2/8/2018 10:09,2/8/2018 10:45,1,5,2,3,1,2,1,2,3,2,2,2,1,2,1,5,4,5,1,2,4,3,3,1,9,3,1,4,4,3,2,3,4,3,3,4,2,4,9,4,4,4,4,4,4,3,2,3,2,4,4,4,4,9,4,3,9,9,4,9,4,4,4,9,4,4,4,4,4,9,4,9,4,3,3,3,4,4,9,9,4,4,4,2,4,4,4,3,2,2,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,2,3,1,2,3,3,3,4,3,2,1,2,1,2020,20100,19,1,,1,0,0,0,0,0,0,0,"I really love the library. It's one of my favorite places on campus. It has so many resources that I don't think people realize. I will always be an advocate for the library and librarians.  / Whenever it asked about Lib guides I wasn't sure what it was talking about.  / Whenever I spoke of the Minuteman Network, I said it wasn't applicable or not really important to me because I use my home library's network more often than Framingham's. I think this is a great resource for others. "
2/8/2018 10:37,2/8/2018 10:45,1,2,1,2,2,1,2,2,2,1,1,3,1,5,2,5,3,4,1,2,9,9,9,9,9,9,9,3,3,2,2,9,3,9,3,2,9,4,3,4,2,4,4,4,4,3,2,2,3,3,3,3,9,9,9,3,3,9,9,9,2,3,9,9,9,9,9,4,9,9,4,4,3,9,3,2,4,4,9,9,4,9,4,1,4,1,3,1,2,1,2,1,2,3,9,9,9,9,3,3,3,3,3,3,3,3,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2,1,2,2,3,1,1,1,2,2,2,1,2020,20100,19,1,,1,0,0,0,0,0,0,0,
2/8/2018 10:42,2/8/2018 10:50,1,5,5,3,1,3,3,1,4,1,1,5,1,1,1,5,1,5,1,1,2,1,1,3,1,2,2,2,2,1,1,1,1,1,3,1,1,1,1,2,2,4,4,2,3,2,1,1,1,1,1,1,3,4,4,4,3,9,3,3,9,3,9,9,9,9,4,4,9,9,3,3,4,3,4,3,9,3,9,9,9,3,4,3,2,3,4,2,2,1,3,1,2,1,9,9,9,9,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2021,20100,18,2,,1,0,0,0,0,0,0,0,
2/8/2018 10:39,2/8/2018 10:51,1,5,2,2,1,1,1,2,2,2,3,1,1,1,2,5,2,3,1,1,4,2,2,3,2,2,2,4,4,3,2,3,3,3,2,4,2,3,3,4,3,4,4,3,4,3,2,2,3,4,4,4,4,4,9,9,3,9,9,9,4,3,3,4,2,3,4,9,3,9,9,3,4,9,1,1,3,4,9,9,9,3,4,2,4,1,4,2,2,2,2,1,1,3,4,3,4,4,4,4,4,4,3,4,4,3,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,3,4,3,3,3,3,4,3,1,2,4,4,1,1,2020,52200,19,1,,1,0,0,0,0,0,0,0,
2/8/2018 11:16,2/8/2018 11:22,1,5,3,3,3,1,2,4,2,2,5,2,1,4,4,2,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,3,3,2,4,2,2,4,4,4,4,4,4,4,4,3,4,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2018,52200,21,1,,0,0,1,0,0,0,0,-99,
2/8/2018 11:44,2/8/2018 11:56,1,5,1,1,1,1,1,1,1,1,2,4,1,1,1,5,5,4,1,2,4,4,-99,1,1,3,4,1,1,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,9,9,9,9,9,9,9,9,-99,4,4,4,9,4,4,9,9,9,9,9,9,1,1,9,2,9,9,-99,-99,-99,1,1,1,4,2,2,2,3,1,1,4,4,4,4,4,9,9,9,9,9,9,9,9,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,4,4,1,1,2,1,4,4,4,2,2,2,2,4,1,2020,45700,19,1,,1,0,0,0,0,0,0,0,
2/8/2018 12:23,2/8/2018 12:31,1,4,2,1,1,1,2,1,1,1,1,2,1,2,2,4,4,4,1,1,4,2,2,1,1,2,2,1,1,3,3,3,3,2,2,2,1,2,2,3,3,4,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,9,9,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,2,3,2,2,2,3,2,2,2,1,1,1,2,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2020,52200,20,4,,1,0,0,0,0,0,0,0,
2/8/2018 12:24,2/8/2018 12:36,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,5,5,4,1,2,4,2,2,3,2,2,3,3,3,3,3,9,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,4,3,4,2,1,3,3,3,3,1,2021,45700,19,1,,1,0,0,0,0,1,1,0,
2/8/2018 12:30,2/8/2018 12:41,1,5,2,2,1,2,2,2,2,2,4,1,1,1,2,5,2,3,1,2,4,3,2,3,1,2,3,3,3,3,2,9,3,9,2,2,2,2,3,3,3,4,4,3,4,4,1,2,3,3,4,3,3,9,3,9,4,9,9,9,3,3,4,9,9,4,3,9,9,9,9,4,3,9,2,2,4,3,9,9,9,9,9,3,2,2,3,2,2,1,3,1,2,3,4,4,4,4,3,9,9,9,9,9,9,9,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2020,20100,20,1,,1,0,0,0,0,0,0,0,
2/8/2018 9:29,2/8/2018 12:48,1,5,1,1,1,1,1,1,1,1,2,2,1,3,3,5,1,5,1,1,4,1,1,1,1,1,1,1,1,4,4,2,2,2,2,1,1,4,4,4,1,4,4,1,4,4,1,1,4,1,4,3,4,4,9,9,9,9,9,9,9,9,4,4,3,4,2,2,9,9,3,3,1,9,-99,2,9,3,3,9,9,4,4,9,9,9,3,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2019,45700,20,1,,1,0,0,0,0,0,0,0,
2/8/2018 13:04,2/8/2018 13:13,1,5,4,2,2,1,2,1,2,2,2,4,2,5,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,4,3,4,3,3,3,4,3,4,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,4,4,3,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,2,3,3,3,3,3,1,2020,45700,20,2,,1,1,0,0,0,0,1,0,
2/8/2018 8:18,2/8/2018 13:29,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,9,4,9,4,9,4,9,9,3,2,2,2,3,9,9,9,9,1,1,3,9,1,1,4,4,3,9,3,3,3,9,4,9,3,2,2,1,2,2,2,3,4,3,3,3,9,9,9,9,9,9,9,9,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,3,3,3,3,3,2,3,2,2,3,3,2,2,2,1,2018,45700,21,1,,1,0,0,0,0,0,0,0,"The library is a place I used to go to often, but rarely do now because of the noise levels. No matter where you are, there are often people talking too loud, placing music, etc, and nobody to enforce any noise policies. It is difficult to approach a group of 10 people as well when you are by yourself. There is not nearly enough group working space as there should be (only two rooms). Perhaps a few classrooms should remain unlocked for those looking to do group work so the rest of the library is not hindered. The hours also do not reflect the needs of college students. Although it is nice to have the library open later during finals week, 1am is just not realistic for students demands.  /  / Also, I dont think this survey is about this but the cinderblock would like 10x better with a coat of paint. "
2/8/2018 14:35,2/8/2018 14:45,1,5,2,2,1,2,2,1,3,1,2,2,1,3,3,5,4,5,1,1,4,1,1,2,1,1,3,1,4,1,1,1,1,2,2,1,1,4,4,3,2,4,4,4,4,2,1,1,1,1,3,3,4,9,3,9,4,9,3,3,9,4,9,9,9,9,3,2,9,9,4,4,3,2,3,1,3,3,9,9,9,9,9,4,4,1,3,1,1,1,1,2,2,3,9,9,9,9,9,9,9,9,4,3,3,4,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,3,1,3,1,1,2,2,2,3,3,2,1,2019,52200,20,2,,1,0,0,0,0,0,0,0,
2/8/2018 14:52,2/8/2018 14:53,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 13:08,2/8/2018 15:02,1,4,1,2,1,2,1,1,2,1,3,3,2,3,2,5,5,5,2,1,4,2,2,3,2,3,3,1,3,2,3,3,3,4,4,3,3,4,4,4,2,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,9,9,2,9,4,3,3,3,3,4,4,9,9,3,4,4,3,3,3,3,3,3,3,9,3,9,2,3,2,4,2,2,3,3,3,2,2,3,4,3,4,9,9,9,9,9,9,9,9,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2019,45700,19,2,,1,0,0,0,0,0,0,0,
2/8/2018 14:59,2/8/2018 15:09,1,1,2,2,2,1,1,1,2,3,1,1,1,3,2,5,5,5,2,1,1,1,1,1,1,1,1,1,2,3,1,1,3,1,1,2,3,4,4,4,4,4,4,4,4,4,2,1,3,3,3,3,9,9,9,9,2,9,9,9,9,2,4,9,9,4,4,3,3,9,2,2,2,4,1,1,2,3,4,9,9,3,3,2,4,1,4,2,1,1,3,3,1,2,4,4,4,4,4,4,4,4,9,9,9,9,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,2,1,3,2,3,4,4,4,4,3,4,4,3,4,1,2018,52200,21,2,,0,1,0,0,0,0,0,0,"I think the most effective time to receive feedback from students in regards to their experiences on campus is during their visits to the cafe and other dining facilities on campus. As you know timing is everything and if you can ask a question while students wait in line for the cafe, you will receive a lot of information from the student body.  "
2/8/2018 15:03,2/8/2018 15:09,1,5,3,2,2,2,2,1,2,2,1,1,1,5,3,5,2,4,2,2,4,2,2,3,2,3,2,1,2,3,3,1,2,1,2,1,2,4,3,4,3,4,4,4,4,3,3,2,2,2,2,3,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,4,-99,-99,-99,-99,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2021,60200,19,1,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 15:11,2/8/2018 15:47,1,5,1,2,2,2,1,2,2,2,2,2,1,1,4,5,5,4,2,2,4,2,2,3,2,3,2,3,2,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,3,2,4,4,4,3,4,9,9,3,2,2,2,9,4,9,4,4,4,3,4,3,4,4,4,4,4,4,-99,1,-99,3,3,9,2,3,4,2,4,1,4,2,2,2,2,2,2,2,3,3,4,3,4,3,4,4,4,4,4,4,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,2,-99,2,3,4,4,4,4,4,4,3,2,1,1,2019,20100,20,1,,1,0,0,0,0,0,0,0,
2/8/2018 16:52,2/8/2018 17:01,1,5,2,2,1,2,2,2,2,3,1,1,2,3,4,5,4,5,1,2,4,3,3,3,3,2,4,3,3,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,9,3,3,3,3,2,4,4,3,4,4,3,4,9,9,9,3,4,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,4,4,4,2,4,4,4,4,4,3,4,3,4,2,1,2020,45700,19,1,,1,0,0,0,0,0,0,0,
2/8/2018 16:49,2/8/2018 17:01,1,4,2,1,1,1,1,1,1,2,3,3,2,1,1,5,2,5,3,3,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,1,2,2,3,3,2,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,-99,1,1,-99,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2021,20100,21,1,,1,0,0,0,0,0,1,0,
2/8/2018 16:14,2/8/2018 17:35,1,5,5,3,2,1,3,1,1,2,2,1,1,1,5,5,5,5,1,1,4,4,4,3,2,-99,3,3,2,4,4,1,1,1,4,2,2,4,4,3,4,4,4,4,4,4,1,4,4,3,1,1,4,4,4,3,4,3,3,4,2,4,2,2,2,3,3,3,3,3,4,4,4,3,4,4,4,4,3,1,4,2,2,4,4,3,3,1,2,1,3,1,3,1,4,3,3,2,2,2,2,3,4,4,3,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,4,4,3,3,3,2,2,2,3,3,2,3,-99,3,1,2019,52200,23,2,,0,1,0,0,0,0,0,1,
2/8/2018 17:45,2/8/2018 17:52,1,5,2,2,2,1,1,1,2,2,5,1,1,5,2,5,5,5,2,2,4,2,2,2,2,1,1,2,4,4,4,4,4,4,1,2,1,4,3,4,2,4,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,3,3,3,3,3,1,1,1,1,3,3,3,3,3,1,2018,45700,21,1,,1,0,0,0,0,0,0,0,
2/8/2018 18:26,2/8/2018 18:40,1,5,2,2,2,2,2,2,3,2,1,1,1,3,2,5,2,4,2,2,3,2,2,2,2,2,2,1,3,3,2,3,4,2,2,2,1,3,3,4,2,4,4,2,4,4,2,2,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,2,3,4,4,4,4,4,4,4,1,3,1,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,2,2,1,1,2,1,2,1,3,3,1,2020,60200,19,1,,1,0,0,0,0,0,0,0,
2/8/2018 18:38,2/8/2018 18:51,1,5,1,1,1,1,2,2,2,3,4,1,1,2,2,5,5,4,3,1,3,1,1,2,1,1,2,2,2,4,4,3,3,3,1,1,1,2,3,3,3,4,4,4,4,4,3,1,4,3,4,2,2,3,2,9,9,9,9,3,3,3,3,4,1,3,3,1,9,9,3,2,3,9,1,1,3,2,3,2,1,3,3,2,3,1,4,2,2,3,4,4,4,4,3,2,3,3,3,3,3,4,9,9,9,9,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,4,4,3,3,4,2,3,4,4,4,1,2018,45700,22,2,,1,0,0,0,0,0,0,0,"I don’t use the library resources with the exception of ITS, and while they help desk staff does what they can, it seems the policies and hierarchy prevent issues from being solved immediately unless you know someone at the desk or whoever is helping you goes beyond expectations to get the right people involved and get your problem solved. Also, the networking team seems to work somewhat well with the resources they have, but are clearly dealing with budget issues as these problems with networking issues could be solved with upgraded and more dependable equipment (with redundancy) and more motivated staff. I would love to express more if the opportunity arises to meet with the CIO and/or other upper-level staff in this department. "
2/8/2018 19:37,2/8/2018 19:45,1,5,1,1,1,1,1,1,2,2,2,3,1,1,1,5,3,5,2,2,4,1,1,1,1,1,1,9,9,9,9,4,4,3,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,2,2,2,2,4,3,4,4,4,3,2,4,1,4,2,2,2,2,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,2,2,3,2,2,1,2021,20100,18,1,,1,0,0,0,0,0,0,0,
2/8/2018 20:00,2/8/2018 20:10,1,5,3,3,2,2,2,1,1,4,1,1,1,3,1,5,5,5,4,3,4,3,3,3,3,3,3,9,2,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,9,3,4,4,4,4,4,4,4,4,4,-99,4,3,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,2020,20100,22,2,,1,0,0,0,0,0,1,0,
2/8/2018 20:57,2/8/2018 21:09,1,1,1,1,1,1,1,1,2,2,1,4,1,3,3,5,5,5,2,3,2,3,2,2,2,2,2,2,4,3,2,3,4,2,3,3,2,4,4,3,3,3,2,3,3,4,4,4,3,3,3,3,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2019,52200,21,2,,1,0,0,0,0,0,0,0,
2/8/2018 21:09,2/8/2018 21:13,1,5,3,2,2,1,1,1,3,1,2,1,1,1,3,1,3,3,3,2,4,2,4,3,2,2,2,1,4,4,3,3,4,3,3,3,3,2,4,4,4,2,4,2,4,4,2,3,3,3,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,4,4,9,3,4,3,4,4,4,4,4,9,4,3,4,4,4,9,9,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,9,4,9,1,1,1,1,1,-99,1,1,1,0,0,0,1,0,0,3,3,3,4,2,2,2,3,3,2,3,3,2,3,1,2019,52200,23,2,,1,0,0,0,0,0,0,0,
2/9/2018 9:46,2/9/2018 9:55,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,-99,9,9,9,9,9,9,9,9,9,3,9,3,9,9,9,9,9,9,9,9,3,1,1,1,4,2,1,1,1,4,3,3,4,4,4,4,9,9,9,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021,20100,19,1,,0,1,0,0,0,0,0,0,
2/9/2018 9:06,2/9/2018 10:37,1,5,2,2,3,1,3,2,3,2,2,3,2,4,2,5,5,3,2,3,4,2,2,3,2,2,3,3,3,3,3,4,4,2,3,3,3,4,3,4,3,4,4,3,3,4,3,3,4,3,4,3,4,3,3,4,4,3,2,3,2,4,3,4,3,4,2,4,4,3,4,3,4,3,2,2,3,3,2,2,3,4,3,2,3,3,4,2,1,1,3,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,3,3,1,2,2,3,3,2,2,3,2,2,3,1,1,2020,45700,20,2,,1,0,0,0,0,1,0,0,
2/9/2018 10:33,2/9/2018 10:40,1,4,1,1,1,1,1,1,2,1,3,3,2,2,1,5,2,3,2,2,3,2,2,1,1,1,1,1,2,2,2,1,3,3,3,3,1,1,1,1,2,4,4,4,3,4,3,3,3,2,4,4,3,2,1,1,1,1,1,2,2,3,3,3,1,2,1,1,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,2,2,4,2,2,2,2,2,2,1,9,9,9,9,4,4,4,4,9,9,9,9,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,2,3,2,3,3,2,2,2,1,2019,45700,20,2,,1,0,0,0,0,0,0,0,The wifi in the library does not work at all on my computer. The wifi needs to be upgraded because sometimes in class only half the class will be able to use the network to do an assignment online during class time.
2/9/2018 11:16,2/9/2018 11:26,1,5,1,1,1,2,1,1,3,1,1,3,1,5,2,5,5,4,1,2,4,1,1,1,1,2,1,1,4,1,1,1,2,1,3,1,1,4,1,4,4,4,4,4,4,3,1,1,3,4,3,4,4,2,2,2,2,2,2,4,4,4,2,2,2,2,9,4,2,9,3,3,2,9,2,2,3,3,3,1,9,9,9,9,4,9,4,2,1,2,2,2,2,3,1,1,3,3,1,2,2,3,9,9,9,9,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,2018,20100,23,1,,1,0,0,0,0,0,-99,0,
2/9/2018 11:28,2/9/2018 11:36,1,5,2,1,1,1,3,1,2,2,1,3,1,4,2,5,5,5,2,4,4,3,2,3,2,4,4,4,4,3,4,3,4,3,4,3,2,4,2,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,3,3,3,3,4,4,3,4,3,3,9,9,3,2,3,9,3,3,2,3,3,3,4,4,9,9,4,3,3,2,4,3,4,1,2,1,2,2,2,3,4,4,4,4,4,4,3,4,9,9,9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3,3,2,2,2,1,4,4,2,3,3,1,1,2,1,2019,45700,21,1,,1,0,0,0,0,0,0,0,
